pokemon,number_of_battles,Raw count,Items_petayaberry,Items_grepaberry,Items_scopelens,Items_chopleberry,Items_salacberry,Items_floatstone,Items_rockyhelmet,Items_magoberry,Items_figyberry,Items_focussash,Items_oranberry,Items_poisonmemory,Items_miracleseed,Items_toxicorb,Items_absorbbulb,Items_wikiberry,Items_chestoberry,Items_electricseed,Items_assaultvest,Items_laggingtail,Items_lifeorb,Items_stickybarb,Items_ganlonberry,Items_expertbelt,Items_aguavberry,Items_ironball,Items_cobaberry,Items_weaknesspolicy,Items_kingsrock,Items_adrenalineorb,Items_damprock,Items_heavydutyboots,Items_choicescarf,Items_choicespecs,Items_widelens,Items_razorclaw,Items_nevermeltice,Items_leftovers,Items_mentalherb,Items_powerherb,Items_redcard,Items_quickclaw,Items_twistedspoon,Items_wiseglasses,Items_nothing,Items_silkscarf,Items_eviolite,Items_babiriberry,Items_ringtarget,Items_metronome,Items_liechiberry,Items_blacksludge,Items_roomservice,Items_blunderpolicy,Items_laxincense,Items_magnet,Items_sitrusberry,Items_lumberry,Items_iapapaberry,Items_flameorb,Items_throatspray,Items_brightpowder,Items_shellbell,Items_custapberry,Items_choiceband,Items_normalgem,Items_wacanberry,Items_safetygoggles,Items_psychicseed,Items_lansatberry,Items_yacheberry,Items_grassyseed,Items_jabocaberry,Items_flyingmemory,Items_protectivepads,Items_sharpbeak,Items_blackglasses,Items_apicotberry,Items_rowapberry,Items_roseliberry,Items_heatrock,Items_keeberry,Items_heavyball,Items_shedshell,Items_pechaberry,Items_colburberry,Items_thickclub,Items_softsand,Items_rockmemory,Items_habanberry,Items_whiteherb,Items_rockincense,Items_marangaberry,Items_ejectbutton,Items_chartiberry,Items_lightclay,Items_cellbattery,Items_lovesweet,Items_airballoon,Items_bigroot,Items_ejectpack,Items_machobrace,Items_mistyseed,Items_starfberry,Items_focusband,Items_enigmaberry,Items_metalcoat,Items_leppaberry,Items_zoomlens,Items_powerbracer,Items_terrainextender,Items_muscleband,Items_kasibberry,Items_shucaberry,Items_mysticwater,Items_smoothrock,Items_fullincense,Items_occaberry,Items_blackbelt,Items_silverpowder,Items_burndrive,Items_berryjuice,Items_passhoberry,Items_tangaberry,Items_firememory,Items_roseincense,Items_luminousmoss,Items_cheriberry,Items_poisonbarb,Items_gripclaw,Items_bindingband,Items_charcoal,Items_bugmemory,Items_utilityumbrella,Items_masterball,Items_goldbottlecap,Items_payapaberry,Items_aspearberry,Items_persimberry,Items_hardstone,Items_fairymemory,Items_lightball,Items_electricmemory,Items_oddincense,Items_pixieplate,Items_chilanberry,Items_electirizer,Items_healball,Items_energypowder,Items_sunstone,Items_dragonfang,Items_levelball,Items_dragonmemory,Items_rawstberry,Items_darkmemory,Items_psychicmemory,Items_icestone,Items_icyrock,Items_rindoberry,Items_seaincense,Items_waveincense,Items_cloversweet,Items_waterstone,Items_diveball,Items_watermemory,Items_powerband,Items_kebiaberry,Items_ghostmemory,Items_berrysweet,Items_ultraball,Items_duskstone,Items_spelltag,Items_powerlens,Items_ribbonsweet,Items_luxuryball,Items_moonball,Items_fightingmemory,Items_fossilizedbird,Items_ovalstone,Items_beastball,Items_adamantorb,Items_poweranklet,Items_leek,Items_tr43,Items_greatball,Items_snowball,Items_firestone,Items_tr89,Items_tr75,Items_grassmemory,Items_reapercloth,Items_dragonscale,Items_leafstone,Items_icememory,Items_rustedshield,Items_groundmemory,Items_steelmemory,Items_lustrousorb,Items_chippedpot,Items_deepseatooth,Items_tr28,Items_galaricacuff,Items_griseousorb,Items_loveball,Items_thunderstone,Items_blukberry,Items_tamatoberry,Items_kelpsyberry,Items_tr99,Items_powerweight,Items_netball,Items_prismscale,Items_quickball,Items_moonstone,Items_micleberry,Items_rarebone,Items_upgrade,Items_tr42,Items_quickpowder,Items_metalpowder,Items_dousedrive,Items_sachet,Items_fossilizeddino,Items_friendball,Items_powerbelt,Items_dreamball,Items_souldew,Items_crackedpot,Items_pokeball,Items_starsweet,Items_rustedsword,Items_nestball,Items_chilldrive,Items_flowersweet,Items_pomegberry,Items_dawnstone,Items_fastball,Items_bottlecap,Items_parkball,Items_safariball,Items_premierball,Items_magmarizer,Items_protector,Items_shinystone,Items_tr90,Items_destinyknot,Items_whippeddream,Items_fossilizeddrake,Items_shockdrive,Items_sweetapple,Items_cherishball,Items_dubiousdisc,Items_tr55,Items_tr98,Items_tr03,Items_tr13,Items_tr69,Items_strawberrysweet,Items_tr68,Items_hondewberry,Items_deepseascale,Items_pinapberry,Items_tr00,Items_fossilizedfish,Items_tr56,Items_tr71,Items_tr04,Items_tr34,Items_timerball,Items_tr38,Items_qualotberry,Items_duskball,Items_tr02,Items_repeatball,Items_tr26,Items_tr87,Items_tr59,Items_tr01,Items_tr10,Items_tr14,Items_tr72,Items_tartapple,Items_tr80,Items_tr24,Items_tr08
Registeel,1628081,12891,0.0,,,0.0,,,0.0366906363,0.0024561976,7e-10,0.0043254627,0.0,,,,0.0,0.0001893453,0.0205599243,,0.0020204504,0.0,0.0004181925,0.0,0.0,5.496e-07,2.49923e-05,0.0,,0.0042315925,9.367e-07,,,4.6248e-06,1.4944e-06,9.6e-09,0.0,,0.0,0.9336994662,5.7e-09,0.0005548527,0.0,0.0,,,2.379e-05,,7.934e-07,,,0.0,1e-10,0.0,,0.0,,,0.0009235467,0.0117183921,0.0,,,0.0,,0.0,6.56228e-05,0.0056181199,0.0,,,,,,,,,,,,,,0.0,0.0,,4e-10,,,,,,,0.0,,0.0,0.0,,,,,2.63517e-05,,,,,0.0,,0.0,3.9e-09,0.0,0.0,,,,0.0,0.0,,2.32585e-05,,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xatu,1628081,13313,0.0,,,,0.0,,3.1279241766,1.707e-07,0.0,0.0015487067,0.0,,,6e-10,,0.0,0.0,,0.001278302,6.20763e-05,4.08398e-05,4e-10,,3e-10,0.0006723105,0.0,,6.28364e-05,0.0030438659,0.0,0.048431895,2.0075514702,1.820370614,0.0001789095,0.0,0.0,,8.180358307,0.0,,0.0003958357,0.0,0.0,0.0,0.0002208577,,0.0,,0.0007442708,,,,0.0,0.0,0.0,,6.9435e-06,0.0,3.5655e-05,1.8848e-06,,0.0,,0.0,0.0,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0307771475,,,,,,,,0.069480351,0.0,0.0170480099,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3e-10,,,,,1.4e-09,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Nihilego,1628081,40597,,,1e-10,,7.7109e-06,,0.0030385733,0.0,0.0,0.2615214464,,,,1.026e-07,0.0,1.13e-08,3.3e-09,0.0,0.0916044766,,0.0216233032,,,0.0395899502,0.0008595806,0.0002460142,,8.19e-07,0.0,0.0,,6.1492e-06,0.6922237083,3.9539540324,0.0,,,0.0477625976,1.4e-09,11.8417628323,0.0,1.26714e-05,,0.0,2.889e-07,,0.0,,,0.0,,0.4909429769,0.0,0.0,,,0.0,1.1799e-06,0.0004032667,,0.0102333781,,,5.47e-07,0.0007747529,,,,,0.0,,0.0005100362,,,0.0,,,,,,1.209e-07,0.0,,,,,,,,,3.13034e-05,9.3e-09,0.0,4.9e-08,,0.0119924484,,,0.0061631436,,,,0.0,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0,2.22e-08,,,,,,0.0,,,,,,0.0,,0.0,,,2.371e-07,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0001947722,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sceptile,1628081,31696,0.0068079189,0.0,1.3e-09,,0.0121569888,,2.20788e-05,0.0,4.8187e-05,0.0265129402,7.97219e-05,,0.0006013041,0.0,8.9294e-06,0.0006341369,0.0001200147,0.7887829095,0.0030371017,,0.1658679354,,0.0,0.009928311,0.0025106129,0.0001555493,0.0,0.5747821972,0.002909503,0.0,,3.052e-07,0.0028589718,0.0868135114,1.3236e-06,7.98267e-05,,0.0077917957,0.0,0.0016022302,0.0132186148,0.0001872426,,0.0,0.0001017249,,0.0,,,0.0,0.0618417854,0.0,,0.0,,,0.0481996245,3e-10,1.32761e-05,6.03382e-05,1.34161e-05,6.49e-08,5.2e-09,,0.0001345287,3e-10,,,0.0050768931,0.0,2.10321e-05,0.0509609075,,,,0.0,0.0,,,,1.78e-08,7e-10,,,,,,,,0.0,0.0018512027,1.576e-07,0.0024862747,0.0,3.5e-09,1.96161e-05,0.0,,0.0,4e-10,9.4e-09,,0.0008442654,4.02888e-05,5.07405e-05,,,,2e-10,,8.2762e-06,0.0,,,,,,5.33266e-05,,0.0,,3.0309e-06,,,,2.0502e-06,,,2.63978e-05,,,,,,0.0,,,,,0.0,,0.0001669184,,,,,,,,,0.0,,,9.53e-08,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0002188321,,1.5e-09,,,,,,,,,,,,,,,,,,,,,,,9e-10,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Charizard,1628081,57355,0.0,,0.002050848,0.0,0.0324947618,,0.0001175452,0.0016334569,0.0019609256,0.0148225649,7.72901e-05,,,0.0,3.15203e-05,5.241e-07,8.60041e-05,,0.0006688451,0.0,0.1746476542,,0.0,0.0036491126,0.0009314984,,,0.0003191564,2.02382e-05,9.534e-07,,1.6585259582,1.3034729178,2.9617363171,0.0055999978,0.0,,0.0313262182,0.0,0.0039415972,9.7006e-06,1.24279e-05,,0.0003700599,0.0006741563,0.0,6.27416e-05,,,0.0,0.0032775211,0.0,,0.0002429232,0.0,,0.2770902824,0.0001379624,0.001959337,0.0002031265,0.0,0.0,0.0,0.0,0.0004744882,,1.51e-08,0.0017112179,,,0.0,0.0,0.0,5.86037e-05,5.05681e-05,3.8985e-06,0.0,0.0,,0.0,5.78859e-05,,0.0,,0.0,,0.0,,,,8.2e-09,0.0,,9.4e-09,0.0007342243,,0.0,,0.0011965483,,4.8e-09,,,,4.93095e-05,0.0,,,0.0,,,0.0,,,,,8.331e-07,,0.0,0.0,0.0,0.0,1.1e-09,,1.905e-07,,,3.853e-07,,0.0,,0.0141050846,,,0.0,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,0.0006684565,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,9e-10,,,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,
Trevenant,1628081,7179,,,,,1.5099e-06,,1.823e-07,0.0,0.0002470748,0.0053576282,3.09517e-05,,2.35e-08,3.321e-07,,5.7e-08,0.0005970837,,0.0002112249,,5.5849e-06,,1.76724e-05,2.006e-07,0.0039951133,,,0.0,,,,0.0,3.4179e-06,,6.5552e-06,0.0,,0.001249616,,0.0,0.0,0.0,,,6.261e-07,,,0.0,,0.0,7.98454e-05,,0.0007205768,,,,0.4567047017,6.41995e-05,2.1901e-06,,,,0.0,0.0448731966,0.0032009995,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,,4.4597e-06,0.0,,,0.0,0.0,,1.00215e-05,,,,,,,,,,,,5.85e-08,,,,0.0064987153,0.0,,,0.0,,,,,,,,,,0.0,,4.2022e-06,,1.4e-08,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3.07e-08,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pikachu,1628081,15432,,,,,0.0,,0.0,0.0,5.4567e-06,0.0024678763,0.0,,,,0.0,0.0,,0.0,2.41025e-05,,0.0,,,0.0,2.1897e-06,,0.0,,0.0,,,6.78658e-05,0.0002787691,4.926e-07,,,,3.4844e-06,,0.0,0.0,2.6639e-06,,,3.77303e-05,,0.0001403148,,,,,0.0,,,,1.8826e-05,,0.0,0.0,,1e-10,,,,3.73642e-05,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0018713409,,1.4639e-06,0.0,,5.1951e-06,,,,,,0.0,,,,0.0,,,0.0,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,0.6904882056,2.2652e-06,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,1.5e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,3.338e-07,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0
Zoroark,1628081,30935,0.0,,1.2103e-05,0.0,1.13613e-05,,0.0036250164,2.1701e-06,0.0,0.5404547525,0.0,,,7.228e-07,,0.0,,6.88104e-05,7.51133e-05,0.0,0.1994401693,7.556e-07,,0.0071427183,0.0003493052,0.0,,0.0002529147,0.0001091163,0.0,0.0,0.005782682,0.8458093048,0.791452625,3.1081e-06,3.1e-08,,0.0512360775,0.0,0.0,4.15647e-05,3.40493e-05,,0.0003810088,0.0001838587,,3.6e-09,,0.4537281948,0.0001182866,0.0002942354,0.0,,0.0,0.0,,3.62301e-05,0.0030737982,0.0,0.0051114842,0.0,0.0024635463,3e-10,0.0,4.49315e-05,9.91741e-05,,0.0,,,,0.0,,,0.0,,0.0043044441,,,0.0,,,,0.0,0.0,,,,,,0.0,,,9.43308e-05,,,,,3.13e-08,,0.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,0.0,,,0.0,,0.0,,,,,,,,3.65429e-05,0.0,0.0,0.0,,,,,,,0.0,,,,0.0,,,,,,4.12e-08,,,4.43691e-05,,,,,,,,,,,,,,,,,4.262e-07,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salazzle,1628081,37296,0.0,,,,4.931e-07,,0.0,0.0,0.0,0.6874968963,0.0,0.0,,1.34947e-05,0.0,0.0,0.0,0.0,6.1e-09,,0.0271587684,0.0005687211,,0.0002975784,0.0004297777,,,0.0,4.0664e-06,,,1.4855830994,0.0135024406,0.0073132756,0.0001802807,0.0,,0.1161976516,0.0,,0.0,3.95e-08,,2.13159e-05,0.0040288464,,0.0,,,0.0,0.0,3.7224832484,,,1.4423e-05,,0.0002662245,0.0,0.0,0.0,,0.0,0.0,0.0,3.641e-07,,,8e-10,,,,,,,,,1.09223e-05,,,,0.0,,,,,,,1.5e-09,,,0.0,,,1e-10,,,0.0,,0.0412627821,,4.91934e-05,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,0.0,0.0002101122,,0.0,,,,8.5753e-06,,,0.0014481306,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuckle,1628081,65653,,,,,0.0001917858,,0.1653216255,0.0002313061,6.5943e-05,0.0874656601,0.0,,,0.0,0.0,0.0010139257,0.0621167942,0.0,0.0003827899,9.2e-09,0.000159155,0.001280179,0.0007435441,0.0,0.0745415317,0.0,,1.574e-07,0.0,,,0.0817517532,0.0,0.0,5.0853e-05,,,0.6541728375,5.642862523,5e-10,13.6548333864,0.0003246387,,,0.0023476765,,0.0005757962,0.0007447477,,0.0,0.0003716466,,,0.0,0.0,0.0,0.0113456416,0.017639638,0.0078608684,0.0,,0.0686122121,1e-09,0.3687673553,1.07434e-05,0.0,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,2.576e-07,2.48e-08,,0.0,0.0,,,,,,0.0017916434,0.0,0.0,0.0049979404,0.0002471391,,,,0.0045308519,0.0,1.6139130312,0.0,,,0.0001239528,,0.0,1.2e-09,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,2.71549e-05,7.2252e-06,,,,,,,0.0006759724,0.0019394266,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gourgeist-Super,1628081,2375,,,,,,,0.0287760287,0.0,,8.3e-09,,,0.0,0.0009660352,,,0.0,0.0,2.6e-09,,0.0405051056,0.0,,0.0,3.7e-09,0.0,,0.0,,,,0.0,0.0,,,,,0.4323704972,,,0.0,2.0188e-06,,,6.7008e-06,,,,,,,0.0,0.0,0.0,,,3e-10,,0.0,,,,,,0.1473160689,0.0,,,,,,,,,0.0,,,,,,,,,,,1.08212e-05,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,,,,2.3012e-06,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galvantula,1628081,37393,0.0003431182,,0.0,,1.2401e-06,,4.40458e-05,0.0,0.0,1.9077545543,0.0,,0.0,,0.0,0.0,0.0005564467,0.0,0.0001076326,,0.0287873777,,,0.0002701451,0.0057280145,,4.02888e-05,0.0,6.264e-07,0.0,0.0002327208,0.0358649549,0.001919911,0.2100526463,0.000332031,,,0.0153608409,8.3643e-06,0.0,0.0169307719,2.484e-07,,0.0008310697,0.0048650595,,6.428e-07,,0.0,1.8127e-06,,,,,,0.0035101572,3.95103e-05,0.0,0.0003486447,,2e-10,0.0,,0.0,2.01e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.73924e-05,0.0,0.0011522445,0.0,,0.0173038171,0.0,,,,,3.26232e-05,,,,0.0,,,,,0.0,,,,0.0,0.0,3.446e-06,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abomasnow,1628081,6952,,,,0.0,,,4.18357e-05,,1.51727e-05,4.08416e-05,,,1.1e-09,,0.0,1.76e-08,0.0,,0.0107254339,,3.11924e-05,,,0.0011863332,1.5134e-06,,,0.0,1.8582e-05,,,0.0012150832,2.18111e-05,2.78759e-05,,,2.82593e-05,0.0067417695,0.0004625075,,,0.0,,,0.0004639707,,3.69355e-05,,,0.0,,,,,,,0.0,0.0,4e-10,,,0.0,0.0,,0.0042260273,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,3e-10,,0.0673954028,6e-10,,0.0,1.18e-07,1.133e-07,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,6.9899901689,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clefable,1628081,421914,1.7676e-05,,0.0,,0.0207830678,,20.8116103276,0.002057344,0.0008120681,0.3193909308,0.0,,,0.0505675943,0.0,0.0513441264,0.0092007911,0.0083008326,0.0993267967,0.0009072635,112.8944673837,153.543021499,,0.1115961803,0.2894836738,0.0299776497,,0.2992590781,2e-10,0.0,6.6005e-06,157.6283796413,17.7039044187,0.0846533684,0.0,0.0,,664.5002848492,0.001374505,0.0024579441,0.0190333414,0.0018423893,0.0011477229,3.441e-07,0.1559341781,0.0,0.3392611667,0.1764782037,1.0467890304,0.0046571528,,0.0002723554,,0.0036721203,0.0,,2.1651527383,0.0085510801,0.0006320122,1.1914654908,0.0,0.1553510618,0.001811251,2.46202e-05,0.0022390457,,,0.0,0.0,,,3.197e-06,,,,,,,0.0,,1.3981e-06,0.98003204,,0.0,0.0,0.0,,,,,0.0003073306,,,0.0076470649,,0.0180867412,0.0,,0.0,0.0,,5e-10,0.0,,1.95294e-05,0.0,,4.80002e-05,0.0,,0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,,,0.0,0.0,,,4.43691e-05,0.0,,,0.0114885373,,,0.0,,,,,0.0,,,,,,,,,,,,,,3.39e-06,,,,,,0.0,,,,,,,,,,,,,2.3e-09,,,,,,,2.646e-07,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sigilyph,1628081,12434,,,,,0.0036232084,,0.0,0.0,0.0001826878,0.0018975701,,,,0.0023265313,,0.0,0.0,,0.0,,0.0152053644,0.0,,4.7946e-06,6.6412e-06,0.0,,0.0420633424,1e-10,,,1.68541e-05,0.0019952227,1.084051236,0.0,,0.0,0.0798323588,9.7e-09,,0.0,1.24279e-05,0.0,0.0,6.2e-09,,0.0,,0.0,5.411e-06,,,,4.02e-07,0.0,,4.90089e-05,0.0,4.09e-08,0.1361652102,,4.7631e-06,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,0.0140699327,,,0.0,,,,0.0,,2.28e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jellicent,1628081,9922,,,,,,,0.0013505164,,0.0,3.52e-08,,,,,0.0,8.80443e-05,,,0.0003479393,0.0,1.25e-08,0.0,,0.0,0.0153412004,0.0,,0.0,,,0.0,0.3606423509,0.0154318623,3.6658e-05,0.0,,,0.8065114159,0.0,,0.0,2.85e-07,,0.0,0.0003925858,,0.0,,0.0,,0.0,0.0,8.8362e-06,,,,3e-10,3.24227e-05,0.0001251424,0.0,,3.82849e-05,0.0,,,,0.0,0.0001760948,,,,,,,,,,,,,,0.0001576907,,0.0,,0.0562516136,,,,,,,0.0,0.0,,,,,0.0,4.01464e-05,,,,,,,,,0.0,,,,4.638e-07,,6.488e-07,,,,0.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0005229775,0.0,0.0,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stakataka,1628081,20474,,0.0,,0.132455096,,,0.0056195085,0.0,6.06e-08,0.049783776,,,,0.0,0.0,9.78626e-05,0.0001729467,0.0,0.0190110752,0.0,0.3131428998,,0.0006029082,0.0303740062,1.25134e-05,0.062934632,,0.3075803864,9.4912e-06,,,0.0116776971,2.77519e-05,0.0,0.0,,,1.5500739524,0.0,0.0,0.0,3.0191e-06,,,0.013160456,,0.0,,,1.16e-08,,,4.44e-07,0.0,0.0,,0.0061956201,1e-10,3.6e-09,0.0,,0.0,0.0,0.0,0.5460542144,,,0.0,,,,0.0,,,,,0.0,1.3e-09,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,1.1484799414,,1e-10,0.0,,0.0,,,0.0487775632,0.0,,,,8.1e-09,,0.0050778543,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Mienshao,1628081,18115,,,0.0,,0.0,,0.0005889697,,1.8e-09,0.007061229,,,,,,,,,0.1979742024,,0.7961013962,2.76107e-05,,0.0034310478,0.0,,,0.0,4e-10,0.0,,0.0031484803,0.0816069479,,0.0078939906,,,0.0001406388,0.0,0.0,0.0,,,,0.000573239,0.0,0.0,,,0.0,0.0,,,1.56939e-05,,,2.5946e-06,9.70676e-05,0.0,0.0,,0.0,0.0,3.46951e-05,0.9770604033,0.0,,0.0,,,,,,,0.1087497145,,0.0,,,0.0,,0.0,,,,,,,,,0.0,,,0.0342224595,,,,,8.829e-07,,0.0,,,,,,,,0.0,,,0.0,,,,,,,6.8786e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryogonal,1628081,4664,,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.0028696611,,1.91319e-05,,,0.0,0.00038261,,,0.0,,,,1.2127057163,7.48984e-05,0.0006960341,,,0.0,0.0553922777,0.0,0.0,0.0,,,0.0,2.84e-08,0.0,0.0,0.0,,0.0,,,,,,,0.0005375386,3.36e-08,2.478e-07,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3.1676e-06,,1.3e-09,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0004572597,,,,,,,,,,,,,,,,,,,,,,,,,,,2.295e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
