pokemon,number_of_battles,Raw count,Items_scopelens,Items_safetygoggles,Items_psychicseed,Items_petayaberry,Items_chopleberry,Items_floatstone,Items_focussash,Items_magoberry,Items_figyberry,Items_zoomlens,Items_razorclaw,Items_toxicorb,Items_wikiberry,Items_ultraball,Items_twistedspoon,Items_airballoon,Items_assaultvest,Items_lifeorb,Items_blackglasses,Items_stickybarb,Items_expertbelt,Items_aguavberry,Items_absorbbulb,Items_adrenalineorb,Items_weaknesspolicy,Items_utilityumbrella,Items_kingsrock,Items_ironball,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_rockyhelmet,Items_leftovers,Items_mentalherb,Items_choicescarf,Items_redcard,Items_quickclaw,Items_berryjuice,Items_laggingtail,Items_wiseglasses,Items_ejectpack,Items_nothing,Items_focusband,Items_enigmaberry,Items_silkscarf,Items_eviolite,Items_keeberry,Items_ringtarget,Items_ejectbutton,Items_metronome,Items_liechiberry,Items_blacksludge,Items_roomservice,Items_blunderpolicy,Items_sitrusberry,Items_choiceband,Items_lumberry,Items_iapapaberry,Items_flameorb,Items_throatspray,Items_brightpowder,Items_shellbell,Items_custapberry,Items_salacberry,Items_normalgem,Items_wacanberry,Items_leafstone,Items_oranberry,Items_flyingmemory,Items_apicotberry,Items_chestoberry,Items_grassyseed,Items_ganlonberry,Items_roseliberry,Items_heatrock,Items_sharpbeak,Items_heavyball,Items_damprock,Items_mistyseed,Items_darkmemory,Items_pechaberry,Items_cellbattery,Items_lightclay,Items_softsand,Items_whiteherb,Items_rockincense,Items_marangaberry,Items_diveball,Items_chartiberry,Items_metalcoat,Items_shucaberry,Items_blackbelt,Items_colburberry,Items_terrainextender,Items_muscleband,Items_kasibberry,Items_powerbracer,Items_machobrace,Items_smoothrock,Items_laxincense,Items_occaberry,Items_powerweight,Items_rockmemory,Items_micleberry,Items_silverpowder,Items_oddincense,Items_firestone,Items_passhoberry,Items_dragonfang,Items_firememory,Items_roseincense,Items_cheriberry,Items_jabocaberry,Items_electricseed,Items_bindingband,Items_charcoal,Items_gripclaw,Items_bugmemory,Items_beastball,Items_miracleseed,Items_bigroot,Items_lansatberry,Items_poweranklet,Items_aspearberry,Items_fullincense,Items_cobaberry,Items_mysticwater,Items_lightball,Items_energypowder,Items_poisonbarb,Items_psychicmemory,Items_electricmemory,Items_starfberry,Items_greatball,Items_babiriberry,Items_magnet,Items_yacheberry,Items_protectivepads,Items_powerbelt,Items_payapaberry,Items_shedshell,Items_blukberry,Items_poisonmemory,Items_spelltag,Items_griseousorb,Items_luminousmoss,Items_persimberry,Items_hardstone,Items_habanberry,Items_fossilizeddino,Items_fightingmemory,Items_quickball,Items_rowapberry,Items_cherishball,Items_rawstberry,Items_tamatoberry,Items_shinystone,Items_leppaberry,Items_moonstone,Items_icememory,Items_nevermeltice,Items_icestone,Items_icyrock,Items_adamantorb,Items_masterball,Items_upgrade,Items_pixieplate,Items_snowball,Items_rindoberry,Items_seaincense,Items_waveincense,Items_deepseatooth,Items_waterstone,Items_loveball,Items_chilanberry,Items_tr93,Items_kebiaberry,Items_safariball,Items_ghostmemory,Items_fairymemory,Items_destinyknot,Items_grepaberry,Items_levelball,Items_cloversweet,Items_fossilizedfish,Items_starsweet,Items_fastball,Items_berrysweet,Items_tr68,Items_powerband,Items_tangaberry,Items_dragonmemory,Items_premierball,Items_powerlens,Items_dawnstone,Items_steelmemory,Items_leek,Items_whippeddream,Items_tr47,Items_burndrive,Items_dragonscale,Items_reapercloth,Items_pinapberry,Items_qualotberry,Items_groundmemory,Items_prismscale,Items_tr84,Items_tr71,Items_galaricacuff,Items_deepseascale,Items_goldbottlecap,Items_tr66,Items_fossilizeddrake,Items_grassmemory,Items_tr09,Items_duskball,Items_electirizer,Items_kelpsyberry,Items_rustedshield,Items_watermemory,Items_quickpowder,Items_metalpowder,Items_healball,Items_thickclub,Items_ovalstone,Items_rarebone,Items_parkball,Items_tr60,Items_souldew,Items_lureball,Items_sachet,Items_protector,Items_shockdrive,Items_crackedpot,Items_tr97,Items_lustrousorb,Items_rustedsword,Items_luxuryball,Items_bottlecap,Items_hondewberry,Items_tr86,Items_magmarizer,Items_fossilizedbird,Items_tr61,Items_pokeball,Items_flowersweet,Items_tr65,Items_chippedpot,Items_dousedrive,Items_tr02,Items_tr99,Items_duskstone,Items_tr69,Items_tr91,Items_strawberrysweet,Items_sweetapple,Items_tr00,Items_dubiousdisc,Items_nestball,Items_pomegberry,Items_thunderstone,Items_tr07,Items_tr74,Items_tr43,Items_tr03,Items_tr27,Items_repeatball,Items_sportball,Items_dreamball,Items_moonball,Items_tr72,Items_tr96,Items_lovesweet,Items_tr54,Items_tr56,Items_tr92,Items_tartapple,Items_sunstone,Items_tr94,Items_tr67,Items_netball,Items_tr05,Items_tr87,Items_tr59,Items_tr36,Items_tr04,Items_tr39,Items_tr26,Items_tr33,Items_tr06,Items_tr51,Items_timerball,Items_tr16,Items_tr64,Items_chilldrive,Items_tr76
Jellicent,1804169,11575,,0.0084936752,,,,,7.313e-07,,0.0,5.6664e-06,,0.0,2.397e-07,,,0.0,0.0002183685,1.2399e-06,,,6.017e-07,0.0005716593,,,6e-10,,,0.0,0.4727476792,,0.0059953165,0.0,0.7375278279,1.4375886078,0.0008175752,0.2517817368,0.0,0.0,,,0.0,,5.31714e-05,,,,,0.0,,4.528e-07,,0.0,0.0,,,1.48e-08,0.0,0.0039003638,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,3.644e-07,,,,,,,,,,,,0.2283924283,,,2.7304e-06,,,,0.0,,,,,,,,,,,,,,,0.0006066414,,0.0,,,,0.0154136958,,,,,,4.66708e-05,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,1e-10,,6.565e-07,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiftry,1804169,5652,0.0002010603,,,,2e-10,,0.0001775633,0.0,0.0,0.0,1.142e-06,,,,,,3.94991e-05,1.2505401117,0.0006233656,,0.0002633368,3.10112e-05,,,0.0,,0.0,0.0,1.86e-07,0.0,4.982e-07,,0.0,1.11817e-05,,8.8215e-06,,,,,0.0,,0.0,0.0,,,,,,,1.90826e-05,0.0,,,,,0.0012379961,0.0,0.0,,,1e-10,0.0,,0.0,1e-10,,,,,,0.0,0.0,,,0.0001535136,2.0407e-06,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.779e-07,,,,,,,,,,,,,,,0.0,,,,1.29e-08,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,6e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stakataka,1804169,27335,0.0,5.19e-08,2e-09,,0.0136012683,,0.0272259576,0.0,0.0038742016,0.0,,,2.97308e-05,,,3.3631572794,0.0723334987,0.4258044886,,,0.0020566612,0.0058414671,,0.0,0.0081719828,,,4.7375e-06,0.0007026005,,0.0,0.0,0.0040647138,0.0877310507,0.0,0.0001046638,0.0011436649,3.341e-06,,0.0,,0.0,4.67034e-05,0.0,,,0.0,1.727e-07,,6.1189e-06,3.8e-09,0.0,,0.0011758208,3.51e-08,0.0163975917,1.2854525713,0.1207108069,0.0,0.0,,0.0,0.0002413636,0.0,,,,,,,,9.90857e-05,0.0,,,,,,,,,,,0.000295145,,,,0.0,,,0.0057226178,0.1216329169,0.0002827295,0.0,,5.1562e-06,,0.0,0.0,0.0,,0.0,,2.0042e-05,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,0.0,,0.0003703689,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mienshao,1804169,14770,0.0,,0.0,0.0,,,0.0223137352,,5.363e-07,1.5025e-06,4.86e-08,0.0007346583,6.58095e-05,,,0.0,0.0090053919,0.7717412759,,,0.006865428,1.51e-07,,,0.0,,2.533e-07,,0.3671180482,0.0,0.0,0.0002767948,2e-10,0.0038951196,,0.7915557233,0.0,1.0431e-05,,,,3.6e-09,0.0006108986,0.0,,0.0,0.0,,,0.0,1.016e-07,0.0,,,0.0,0.0,0.5537786246,2e-10,3.1038e-06,,,0.0,,0.0,0.0,1.85e-08,,,,,,,0.0,,0.0,1e-10,,,,0.0,,,,,,0.0,,,,,,,0.0050689759,,,4.55e-07,,,,,0.0,,,,,0.0,,,,,,,4.722e-07,,5.2762e-06,,,,,,,0.0002438625,0.0,,,,,,,,,,,,,,,,0.0932516791,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2.3314e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latios,1804169,200811,0.0,1e-10,0.0013834774,0.0,0.0,,0.0433515006,1.58e-06,2.975e-07,,1.86e-08,1.03e-08,4.0415e-06,,0.0684795091,0.0,0.3156650248,44.2552607154,0.0,0.0184967577,1.6121635351,0.0005089841,0.0,0.0,0.0469133425,,0.0,,0.0680417372,6.07561e-05,52.559497032,0.0009147326,0.0009027,3.9348636624,0.000222379,16.3398828332,0.0008206427,0.018071634,,0.0,0.0012846332,5.0437413984,0.0018786463,,,,0.0,0.0,0.1177873528,0.019513016,0.0,,0.0,0.0,0.0,0.0012557981,0.0010266362,0.0349305653,0.002293448,2.38679e-05,0.0,3.19704e-05,0.0,,0.000150737,,,,0.0,0.0,,0.0,2.4619e-05,,0.2191951902,7.373e-05,,,1.74192e-05,,0.0,,,0.7935453943,,0.0054792717,,0.0,,,,,0.0,0.049367555,,0.0,0.0737062922,,,,0.0,,,,,,0.0,,0.0,0.0049286778,,,,,0.0110018222,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,4.34729e-05,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,2.0042e-05,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,12.9277565069,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludicolo,1804169,10932,0.0,0.0,,0.0,0.0,,0.0916764132,0.0004462219,1.6161e-06,,0.0,,0.0,,,,0.0113658065,1.130468608,,,0.0505856328,0.0004841409,5.51e-08,,8.67956e-05,,0.0,0.0,0.0,0.0,0.20078249,1.1e-09,1.12232e-05,0.0558660424,0.0,0.0550060739,,0.0046921046,0.0,,9.15043e-05,0.0,5.27854e-05,,,,,,,,,,,,2.8e-09,4.91e-08,0.0019551665,0.0,0.0,,0.0,4.09099e-05,0.0,,1.00195e-05,,,,,,,0.0005158941,,,,0.0006334275,,,0.0061297046,,,0.0,,0.0,,,,,,,,,7.462e-07,,,1.7e-09,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,1.4275e-06,8.93456e-05,,,,,2.91094e-05,2.5027e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4e-08,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clawitzer,1804169,7140,,,0.0,,,,2.22298e-05,0.0,,0.0,,,0.0,,,,0.0766244553,0.018974883,,,0.0019817653,0.0004192261,0.0,,0.0,,0.0,,0.0,,1.0569522324,,4.67e-08,0.0001079427,,0.0238888156,,0.253361523,,,0.0,,0.00011992,,,,,3.55981e-05,,0.0,0.0,,,,,0.0068127776,0.0,,0.0,,,,0.0002234335,,0.0,,0.0004036976,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0026808991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatterene,1804169,85309,1.73829e-05,2e-10,4.34e-08,0.0001503148,,,6.3768855196,0.0,3.98499e-05,,1.72e-08,8e-10,0.0197606519,,0.615462184,6.5e-09,0.6232404987,3.3019799799,0.0002297947,,0.0736801118,0.0128487385,,,0.0020202757,0.0,0.0002679811,0.0,0.2018269204,0.0,0.1696774471,,0.0004752345,21.366110932,0.004028716,2.1e-09,0.0205220119,0.0001390471,,0.0,0.0016730738,3.1e-09,0.0008302952,1.769e-07,0.0,,0.0,0.0003924223,,0.0306444525,0.0012254204,,0.0,5.1153e-06,0.0,0.8348933728,2.105e-07,0.0,0.0030620531,,,0.007703177,5.275e-07,0.00309196,0.0,,,,,,,2.4682e-06,0.0256562131,0.0,,,,,,,,0.0,,0.0013888302,,,,,,,,,0.0,0.0,0.0,,0.0004702212,,,,0.0,,,,,,0.0005704612,,,,,,,,0.0002170206,0.0,0.0002592033,,,,,0.0071510649,,,,,,,0.0,,,0.0,,0.0,,0.001648751,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,0.0,,0.030010994,,,,0.0,,,,,,0.001838754,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0003285585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Heat,1804169,61014,0.0,0.0263768031,,,,,0.01508944,0.0,0.0346364127,0.0,1.945e-07,3.96302e-05,0.0039076213,,,0.0,0.0130821854,0.0303689701,,0.0,0.0012517254,0.2123441491,0.0002023925,1.4e-09,0.0045142765,3.01e-08,0.0,1.35441e-05,11.8095910939,,0.3470265446,0.0019745317,0.0001632466,2.2916919923,0.0001948634,2.3929163797,0.0,3.55e-08,0.0,0.0,0.001538564,0.0012878007,0.0119852171,1.3e-09,,,2.91134e-05,,0.2290720404,,,,0.0,,4.5957e-06,0.0295907294,5.8248e-05,1.351e-06,0.0458005226,0.0410809463,,0.0025127614,0.0,0.0,5.867e-07,,,,,,,0.0019385846,,,,3.46e-08,,0.0202566314,,0.0,,,1.8115e-06,0.0263010562,,0.0044842228,,,,0.0,,,0.0,,0.0,,,,,,0.0,,,,,,,,1.77901e-05,,0.0,,,,0.0,,0.0014840966,,,,,,1.5e-09,,,0.0,,,0.0,,,,,,,,3.19696e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malamar,1804169,14078,3.365e-07,0.0,,,,,0.0583892699,0.0,0.0003111665,0.0003147777,,2.42337e-05,2.68525e-05,,0.0002157649,0.0,0.0073879239,8.45397e-05,0.0008534663,0.0,0.0208056894,0.0002447,,,4.266e-07,,,0.0001652258,7.11349e-05,,0.0,0.0,0.0004511916,0.4524220657,0.0,0.1341151651,0.0,0.0002174679,1.9251e-05,,,,0.0005088893,,,,5.3e-09,0.0,0.0041636096,0.0,0.0005547999,,,6.945e-07,0.0,0.0022350721,2.98e-08,1e-09,0.001963374,0.0001661113,,0.0,2e-10,0.0002028209,1.69717e-05,,,,,,,0.0081314053,,,0.0004834059,,,,,0.0,,,,0.0048632752,,0.0,,3.353e-07,,,,,0.0005736403,,,0.0244774471,,,,,0.0008155044,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,2e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15004e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
Entei,1804169,13137,,0.0,,,,,0.0199849472,0.0,2.51215e-05,,0.0,0.0,,,,0.0002427898,0.051503396,0.2859339537,,,0.0061438758,1.12658e-05,,,0.0072384205,,,0.0,0.0315618148,0.0079654671,0.0276482881,0.0,2.065e-07,0.0058368179,,0.0002289244,8.1e-09,0.0,0.0,,,,5.75508e-05,1.5357e-06,,2.495e-07,0.0,,,,3.8e-09,0.0,0.0,,0.0,0.0,1.3826951723,,0.0,3.41e-08,,1e-10,0.016381601,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,,0.0,,2e-10,,,,8.3e-09,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0003849807,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangrowth,1804169,71600,,0.0,0.0,0.0,,,0.001116026,1.24e-08,0.0,1.05185e-05,,,6.46107e-05,,,,7.6826756235,0.1945389679,,0.0,0.0518279358,0.0015657108,0.0,,6.90434e-05,,,,0.695612277,8.7422e-06,1.3978852732,9.92897e-05,207.6361534434,1.0941039867,0.0,1.681e-07,0.0,0.0497069003,0.0,,,0.0087890324,0.064608725,,,,1.229e-07,0.0,,0.0473188779,0.0,,,0.0,3.339e-07,0.0001273282,0.0334505097,0.0,0.1036612125,0.0,,0.000419218,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,5.6116e-06,,0.0,,,0.0,0.0,,,,,,,2.99e-08,0.0,,,,,0.0,1.5055e-05,,0.0,,,,,,,,0.0,,,0.0,3.8620561983,,0.0010890199,,,1.04963e-05,0.00195326,0.0,,,,5.83297e-05,,,,,,,,,,,,4.30216e-05,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Lycanroc-Dusk,1804169,41265,0.0,0.0,,,0.0,,1.2399032034,0.0,2.77524e-05,1.87434e-05,6e-09,,5.1e-09,,,1.7337e-06,0.003879656,5.8129210884,0.0,,0.2245169478,0.0002417874,0.0,,1.83227e-05,,0.0,0.0,3.81885e-05,,5.2263e-06,2.53989e-05,0.0084464878,0.0033038977,,0.0004948442,0.0,0.0,,,,0.0,7.67333e-05,5.80397e-05,,4.08931e-05,3.2203e-06,,,0.0,0.0,0.0,,,0.0,0.0002990363,0.2009702877,0.0002876236,0.0,0.0,0.0,1.0771e-06,,4.6e-09,0.000289719,,,,0.0,,,,0.0,,,0.0,,,,,,,,,0.0,5.681e-07,1.2664e-06,,,,,0.0,4.68e-08,0.0,,2.36476e-05,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,0.0,,2e-10,0.0,,,,,,0.0,,,1.3628090179,,,,,,,,,,0.0003726155,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.637e-07,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Slowbro,1804169,362608,,1e-10,0.0005639366,,,,0.0020339051,0.0155127433,0.0007968547,4.516e-07,,0.0,0.0024908614,,9.8979e-06,2.09724e-05,9.0302538525,0.0590448659,,0.0844302311,0.1702570561,0.0576837562,0.0004751593,,0.0024615449,0.0,0.0058966923,5e-10,405.2034162298,0.0,0.9945310761,0.0,401.1565726479,15.4185652219,0.0107660046,0.1310588614,0.0004966441,9.2055e-06,0.0,0.002047596,6.97e-08,0.0001258306,1.6955034059,0.0,,,0.24201951,0.0,0.0380966836,1.0498110937,0.0006731522,,1.38558e-05,0.0,6.5e-09,10.0841186404,1.55774e-05,0.0864872647,0.0342058104,0.0,,0.0052818322,0.0,7.1241e-06,1.706e-07,1.0699e-06,0.0015716526,0.003130865,,,0.0,0.0033833478,,,,0.8608804084,,0.0,0.0085203586,,,0.0,,0.0886172167,,,0.0,0.0,,,,,,31.0593300981,1.2770972067,,0.0001670847,,0.0,,,,,2.23e-08,0.0,,2.51227e-05,,,,,,,0.0,,0.0,0.0,2.75e-08,,,,0.0,,,,0.0,,0.0004860634,,,,,,1.09275e-05,,,,,,,,0.7355758233,,,,,,0.0,0.0,,,,,,,,,,0.0019939997,,,0.0,,0.0003137495,,,,,,3.9088e-06,0.0020760427,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandaconda,1804169,10892,,,,,,,0.5007415916,,8.26122e-05,,0.0,0.0,0.0005238167,,,0.0,9.79e-08,1.58975e-05,,,3.61319e-05,2.067e-06,,,0.0017914779,,,,0.0031619777,0.0,,,1.6719845952,0.3305515966,,0.0,0.0,0.0,,,,0.0,1.8e-08,,0.0,,0.0,,,0.148409442,,,,,0.0,0.0007420564,0.0479991847,3.5e-09,0.003048016,,,0.0036546444,0.0,,1.65357e-05,,,,,,0.0108424886,0.0001995101,0.0,,,,,0.0,,,,0.0,,0.0,0.0,3.167e-07,,1.63765e-05,,,,,,,,1.9803e-06,,,,1.7348245191,1e-09,,,,,,,,5.5e-09,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espeon,1804169,33023,0.0,0.0,2.9761e-06,4.71274e-05,,,0.1473927314,0.0003346191,0.0001370602,0.0,,2.52246e-05,0.000696463,,0.0232143487,0.0001755518,7.08506e-05,0.0818358913,,5.85e-08,0.0002001302,0.0010860118,6.21794e-05,0.0,0.0029998795,0.0,0.0,0.0,0.0017396151,0.001615156,0.2904467535,0.0,0.0005230454,0.0865657683,3.98761e-05,0.0784925349,3.583e-07,1.319e-07,,0.0,7.3837e-06,0.0,2.44405e-05,0.0,,,0.0002413762,5.2961e-06,0.0,0.0099934574,6.7e-08,,6.7e-09,0.0,5.1434e-05,0.0008252373,6.61478e-05,0.0,3.0286e-06,0.0,8.29774e-05,0.0,0.0027368999,0.0,0.002053738,0.0,,,,,,3.8222e-06,0.0,,,0.0005521494,,,0.0,,,,,0.1960715146,,0.0004815395,0.0,0.0,,,,,,0.0002588128,,0.0,5.0301e-06,,,,2.9573e-06,,,,,,0.0146738003,,,,,,,,0.2627289388,,,,,,,,,,,,,,,,,1.0933e-06,,1e-10,,,,,,,0.0,,,,,,,,,,,,,3e-10,,0.0,,,,,,,,,,0.0,,3.6841e-05,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diancie,1804169,11950,,,,,,,0.0350885617,1.1e-09,,,9.27e-08,,0.0005774438,,,0.000153246,0.0891707787,0.0053993178,,,0.0038186383,0.0003404841,,3.86e-08,0.0058186269,,,0.0,0.00208326,0.0102581055,0.0113755834,0.0,0.0029198005,1.0492252245,1.4967223961,0.047075552,0.0,0.0,1.3239e-06,,0.0,,0.0001172766,,,,2.57e-08,0.0,,3.7e-09,,0.0,,0.0,3.38377e-05,7.958e-07,0.0265877347,1.295e-07,1.15568e-05,0.0,,0.0,0.0,0.0,0.0,7.6014e-05,,,,,,0.0016216531,4.8e-09,,,1.5e-09,,,,,,0.0,,0.0001848517,,,3.37e-08,0.0,,,,1.6438e-06,,,,0.0,,,,,,,,,,,,,,,,,,,0.0008669265,,,,,,,0.0,,,,,,,,,,1.1749e-06,,,,0.0017031351,,,0.0,,,,,,,,,,1.627e-07,,,,,,,,,,0.0,,,,,,,,,3.54232e-05,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninetales,1804169,22772,0.0,,,,,,0.0023849139,0.0,0.0,0.0,,,0.0,,,6.45328e-05,5.02029e-05,0.0030326252,,,0.0004097976,3.03468e-05,0.0001494992,0.0,0.0143654789,,1.044e-07,,3.1782769615,0.0,0.0066659718,0.0904482721,2.856e-07,0.0118517337,0.0,0.0252201436,0.0,9.6966e-05,0.0,,1.89353e-05,0.000110054,0.0002933154,,0.0,,0.0,,,6.621e-07,0.0,,,,0.0,0.0020887861,0.0,6.54251e-05,3.37958e-05,0.0006134267,,0.0,,,0.0,,,,0.0,,,1e-10,0.0,,,0.5627643974,,,,,,,,9e-10,,7.5e-09,,,,0.0,,5.05742e-05,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0001010142,0.0,,,0.000154308,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,9.6324e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
