pokemon,number_of_battles,Raw count,Items_petayaberry,Items_chopleberry,Items_scopelens,Items_mentalherb,Items_rockyhelmet,Items_magoberry,Items_beastball,Items_figyberry,Items_nothing,Items_blukberry,Items_brightpowder,Items_razorclaw,Items_toxicorb,Items_dragonfang,Items_wikiberry,Items_spelltag,Items_chestoberry,Items_electricseed,Items_airballoon,Items_focusband,Items_flameorb,Items_lifeorb,Items_expertbelt,Items_aguavberry,Items_absorbbulb,Items_ironball,Items_weaknesspolicy,Items_kingsrock,Items_sitrusberry,Items_damprock,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_leftovers,Items_choicescarf,Items_quickclaw,Items_laggingtail,Items_wiseglasses,Items_focussash,Items_assaultvest,Items_enigmaberry,Items_silkscarf,Items_eviolite,Items_keeberry,Items_leppaberry,Items_ringtarget,Items_ejectbutton,Items_metronome,Items_twistedspoon,Items_roomservice,Items_blunderpolicy,Items_fullincense,Items_magnet,Items_choiceband,Items_lumberry,Items_iapapaberry,Items_cellbattery,Items_throatspray,Items_adrenalineorb,Items_custapberry,Items_salacberry,Items_normalgem,Items_wacanberry,Items_psychicseed,Items_blacksludge,Items_oranberry,Items_blackbelt,Items_colburberry,Items_flyingmemory,Items_apicotberry,Items_shedshell,Items_grassyseed,Items_sharpbeak,Items_chartiberry,Items_blackglasses,Items_stickybarb,Items_muscleband,Items_ganlonberry,Items_rockincense,Items_ejectpack,Items_heatrock,Items_leek,Items_heavyball,Items_persimberry,Items_mistyseed,Items_redcard,Items_berryjuice,Items_metalcoat,Items_whiteherb,Items_marangaberry,Items_liechiberry,Items_safetygoggles,Items_starfberry,Items_roseliberry,Items_shellbell,Items_shucaberry,Items_lightclay,Items_terrainextender,Items_kasibberry,Items_icyrock,Items_machobrace,Items_mysticwater,Items_powerlens,Items_steelmemory,Items_zoomlens,Items_smoothrock,Items_occaberry,Items_laxincense,Items_silverpowder,Items_burndrive,Items_ultraball,Items_firestone,Items_passhoberry,Items_firememory,Items_luminousmoss,Items_cheriberry,Items_shockdrive,Items_bigroot,Items_charcoal,Items_bottlecap,Items_deepseatooth,Items_bugmemory,Items_pechaberry,Items_miracleseed,Items_utilityumbrella,Items_lansatberry,Items_cobaberry,Items_masterball,Items_poisonbarb,Items_jabocaberry,Items_waveincense,Items_protectivepads,Items_gripclaw,Items_energypowder,Items_lightball,Items_electricmemory,Items_oddincense,Items_floatstone,Items_yacheberry,Items_payapaberry,Items_poisonmemory,Items_pixieplate,Items_tangaberry,Items_chippedpot,Items_dragonmemory,Items_hardstone,Items_groundmemory,Items_fightingmemory,Items_leafstone,Items_rowapberry,Items_rawstberry,Items_powerbracer,Items_deepseascale,Items_softsand,Items_tr95,Items_nevermeltice,Items_icestone,Items_babiriberry,Items_bindingband,Items_seaincense,Items_fastball,Items_snowball,Items_habanberry,Items_kebiaberry,Items_ghostmemory,Items_pokeball,Items_fairymemory,Items_tr09,Items_powerweight,Items_micleberry,Items_roseincense,Items_waterstone,Items_ovalstone,Items_poweranklet,Items_tr93,Items_crackedpot,Items_prismscale,Items_psychicmemory,Items_ribbonsweet,Items_powerband,Items_healball,Items_protector,Items_tr81,Items_levelball,Items_goldbottlecap,Items_whippeddream,Items_darkmemory,Items_upgrade,Items_dragonscale,Items_rarebone,Items_tr98,Items_greatball,Items_rindoberry,Items_tr38,Items_lustrousorb,Items_rockmemory,Items_souldew,Items_rustedsword,Items_tartapple,Items_powerbelt,Items_aspearberry,Items_tr51,Items_tamatoberry,Items_grassmemory,Items_adamantorb,Items_tr65,Items_watermemory,Items_quickball,Items_quickpowder,Items_metalpowder,Items_duskball,Items_thickclub,Items_chilanberry,Items_grepaberry,Items_tr67,Items_fossilizedbird,Items_tr00,Items_tr15,Items_tr66,Items_cloversweet,Items_thunderstone,Items_sachet,Items_tr43,Items_icememory,Items_rustedshield,Items_tr62,Items_repeatball,Items_electirizer,Items_dreamball,Items_starsweet,Items_cherishball,Items_lovesweet,Items_fossilizedfish,Items_tr11,Items_tr17,Items_tr22,Items_tr57,Items_tr03,Items_tr36,Items_tr44,Items_premierball,Items_shinystone,Items_berrysweet,Items_flowersweet,Items_luxuryball,Items_parkball,Items_moonstone,Items_safariball,Items_qualotberry,Items_timerball,Items_tr20,Items_tr06,Items_galaricacuff,Items_sweetapple,Items_destinyknot,Items_dousedrive,Items_tr24,Items_fossilizeddrake,Items_tr28,Items_griseousorb,Items_magmarizer,Items_diveball,Items_tr85,Items_sportball,Items_tr71,Items_tr69,Items_dawnstone,Items_sunstone,Items_tr47,Items_kelpsyberry,Items_tr91,Items_tr31,Items_tr29,Items_tr89,Items_tr60,Items_pomegberry,Items_nestball,Items_tr53,Items_pinapberry,Items_tr94,Items_moonball,Items_netball,Items_tr46,Items_chilldrive,Items_duskstone,Items_reapercloth,Items_hondewberry,Items_loveball
Charizard,1345731,42939,1.3704e-06,,5.296e-07,2.47644e-05,0.0012624134,9e-10,,7.5809e-06,0.0033880012,0.0,2.933e-07,0.0,0.0,4.13967e-05,0.0001925747,0.0,3.8e-09,,1.3945e-06,1.7339e-06,0.0005286783,0.0547065087,0.0050438928,0.0031236965,0.0,,0.009302503,0.0,0.0263616422,,1.5731087625,0.0007158891,2.3117848674,0.0057856912,0.0349663045,0.3515209441,0.0002199425,,0.0,0.008065904,0.0044533776,,0.0,4.09391e-05,,,,,3.97482e-05,,,1.45266e-05,1.09262e-05,0.0,0.0025076838,1.14e-08,2.7219e-06,9.043e-07,,1.3e-09,0.0,0.0290741115,,1.15287e-05,,,0.0,0.0,,0.0,0.0,,1.632e-07,2e-10,3.93565e-05,0.0,,0.0002769181,,,1.02e-08,0.0015256008,,,0.0,,3.82e-08,1.66037e-05,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,0.0037048602,,0.0,,,0.0,,1.18589e-05,0.0,0.0002265871,,0.0,,,0.0294712258,,,,,,0.0001591255,0.0,,,,,,0.0,,0.0,,,,0.0,,,,,,,0.0,,,0.0,,4.3e-09,,,,,,0.0,,3.1528e-06,0.0,,4.1e-09,,4e-10,,,0.0,0.0,,,,,,,0.0,1.93607e-05,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.00033153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1769e-06,0.0,,,,,,,
Trevenant,1345731,7031,0.0,,,1.6e-09,0.0,0.0,,0.0013781079,5.9439e-06,,0.0,,1.4119e-06,,0.0,0.0,0.0001172501,,,,,8.36432e-05,0.0,0.004736047,,,1.7904e-06,1e-10,0.0712254485,,0.0,0.0,2.11e-08,,0.0007350159,0.0,0.0,,,0.0001302413,6.551e-07,,,0.0003734871,0.0,,,,,,,,,,0.6692556314,0.0065314945,1.8151e-06,0.0,,,0.1484040748,3.5e-07,,,,,3.98033e-05,,1.60296e-05,,,,0.0,,,,0.0,,,,,1.62045e-05,,,,,,0.0,,,1.1234e-06,6.36505e-05,,8.26e-08,,0.0,,,,,,0.0,,,,,1e-10,1e-10,,0.0,,,,,,,,,9.08603e-05,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,0.0001067148,,,,,,,,,,,7.6704e-06,,,,,,,,,,,,,,,,,,,,,6.344e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pikachu,1345731,11434,,,1.587e-05,9.22599e-05,2.42e-08,,,3.02e-08,0.0001613962,,,,,,0.0,,,1.20804e-05,9.49817e-05,,,0.000136581,0.0,0.0001918061,2.918e-07,,,0.0,0.0,,0.0,0.0,0.0003958091,0.0,3.66839e-05,0.0004564285,,,,0.1272546861,0.0001648644,,,0.0002011677,0.0,,1.857e-07,,,0.0,,,,0.0,1.72889e-05,0.0,0.0,0.0,,,,0.0,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.575233473,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoroark,1345731,29197,0.0,9.5051e-06,0.0,0.0,1.44232e-05,0.0,,6.56e-07,0.0007460223,,1.20019e-05,1.9451e-06,0.0,0.0,1.70551e-05,,0.0,0.0241866888,0.0001915862,7.7133e-06,1.433e-07,0.7101598351,0.1176766894,0.0047740551,0.0,0.0,0.0006234665,0.0,6.0386e-06,0.0,0.0877506552,1.69281e-05,0.8442872802,1.7162e-06,0.002814057,0.2118107242,0.0001735372,0.0,0.0,0.6855747548,0.0003194354,0.0,0.0,0.0,,0.0,0.1825722637,2.9501e-06,0.0,,,0.0,0.0001306443,,3.92368e-05,1.82867e-05,9.711e-07,0.0,2.6e-06,,0.0,8.6512e-06,,,0.0,3.2e-08,,0.0,0.0,,,,6.06485e-05,,,0.1094463277,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,,,8.65569e-05,,0.0,0.0002195083,,,,,,2.14976e-05,,,,0.0,,,,,,,,,,,,,,4.0173e-06,,,,0.0,,,,,,1e-09,,,0.0,3.67825e-05,,,,,,0.0001853871,,,,3e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.806e-07,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Salazzle,1345731,29343,4.01198e-05,,,0.0,3.39619e-05,0.0,,3.4e-09,3.00272e-05,,0.0,6.6e-09,0.0,,3.729e-07,,0.0,4.5305e-06,0.1158748471,8.2035e-06,0.0022552136,0.0651781475,0.0218089603,9.25285e-05,,,2e-10,2e-10,0.0008912977,,15.4134374597,,0.0095760904,0.0001894102,0.2369971019,0.0451093638,0.0,,0.0,0.1193491589,5.6327e-06,,,0.0,,,,6.51382e-05,0.0,,,0.0,,,0.0,0.0,0.0,,,3.6921e-06,,0.0004854473,,,,19.3178790667,,0.0,,,,,,,,0.0169666353,,0.0,,,0.000699504,,,,,,0.0,,,0.0,,0.0,,0.0,,7e-10,3.6931e-06,,,,,,,,,,,,0.0,,,,,,,,,,,2.7964e-06,,,,,,,,0.0,0.0,0.0006184953,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuckle,1345731,46973,,,,65.4693275185,0.0184646155,0.0446874287,,0.0094306349,0.0636477823,,0.0003597548,,0.0015033365,,0.0061761741,,0.0102584135,,2e-10,,0.0,0.001761392,9.79753e-05,0.0643198391,,0.0,0.0001985653,0.0,0.1021105601,,0.0481471867,0.0,0.0,0.0,0.5794867381,0.0,0.0028295881,0.0,,0.0051488737,5.48696e-05,,,0.0018287667,0.0,,,0.0,4.567e-07,,,,,,0.0,0.0846969867,0.0003138866,,,0.0,1.7586627294,0.0,5.15e-08,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,3.956e-06,,0.0005152576,0.0,0.1130280829,0.0,,,,0.0,2.1586714702,0.0210971997,0.0,0.002508326,0.0,1e-10,1e-10,7.9778e-05,,0.0011533439,,,,,,0.0,,,,0.0,0.0,,1.40328e-05,,,,,2.387e-07,,,,,,,,,,0.0,,,,,,0.0,0.0,,0.0,6.389e-07,,,,,,,,,,,,,3.72632e-05,,,,3.7877e-06,,,,0.0,,,,,0.0017454717,,,,,,,,,,2.3e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galvantula,1345731,30706,0.0,,3.8235e-06,0.0017861949,0.0002791596,2e-10,,,2.23848e-05,,0.0014905516,5e-10,,,0.0279404184,,,,0.0066921731,9.43045e-05,,0.0889991072,0.0043553482,0.0010247205,0.0,,0.0,4.12747e-05,1.8262e-06,0.0,0.1786469426,0.0,0.0287351098,0.0001572247,0.0264717381,0.0479997092,0.0074149013,,0.0,2.8384017022,0.0001897696,0.0,,3.919e-07,,,,0.0,0.0,,,8e-10,,0.0173206729,0.0,3.46378e-05,0.0001569548,0.0,4e-10,,0.0,2.2e-09,,,,,,,,,,,,,2.94e-08,,,,0.0,,,,,,,,2.73609e-05,3.56e-07,,2.6e-09,,,0.0026689446,0.0,,,0.0,0.0,,,,,,4.6987e-06,,0.0,,0.0,,7.91317e-05,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abomasnow,1345731,4179,,,,,0.0001374716,1e-10,,6e-10,0.0,,0.0,,,,0.0001503571,,1.1389e-06,,0.0,0.0,,0.0024276534,2.01e-08,0.0020507606,0.0,,6.01e-08,,0.0,,0.0093027452,1e-10,0.0910506349,,0.0305710532,0.0004450646,0.0,,,0.0003015557,0.0226246558,0.0,,,,,,0.0,,,,0.0,,,0.0135136426,6.90533e-05,0.0,,,0.0,1.0545e-06,,,,,,,,,,,,,,,,,,,,2.024e-07,,,0.0,,,,,,,,,,,,0.0,,0.0758626436,,,2.2573919146,,,,,,,4.24191e-05,,,,,,,,,,,0.0,,,,,,0.0,,,3.5e-07,,,,,,,,7.1e-09,,,,,,,,,,,,,,,,,,,,,1.31575e-05,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crustle,1345731,3425,,,0.0,0.0,0.0031091526,0.0001041669,,0.0,2.933e-07,,,,,,,,0.0003546899,,,,,6.038e-07,2.075e-07,0.0081874861,,,0.0042927251,1.6827e-06,0.0,,3.051400305,0.0001708787,,8.443e-07,0.0472534651,0.0,1.84e-08,,,8.29289e-05,8.82141e-05,,,,0.0,,,0.0,,,,0.0,,,0.0,4e-09,2.0369e-06,,,,0.0143343714,0.000470565,,,,,0.0,,,,,,,,,0.0,,,0.0,0.0,4.25e-08,,,,,,1.16085e-05,,,0.0265439632,,0.0004439258,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,4e-10,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clefable,1345731,391192,0.0002352687,,0.0,8.0738405864,88.9167761164,0.0057591972,,0.0002843627,0.0063619461,,1.90981e-05,4.12437e-05,0.0308883263,,0.0458419152,,0.0775110003,0.93444498,0.0008367015,0.0,1.8928935676,196.4837928231,0.0103953799,0.0737795285,0.0,0.060101582,0.150257763,3.2e-09,0.0760320697,3.315e-07,213.9774839371,0.163451875,0.1672485138,0.0012601867,1101.3542505092,34.9838423929,0.0,0.0025748309,3e-10,0.0805035419,0.5324677835,0.0,9.3e-09,0.0300706568,0.4237810744,0.0002184991,0.4780717864,0.0,1.60877e-05,0.0,,3.23589e-05,0.0,,0.0001491509,0.0099304219,0.0030733378,,0.0,0.0,3.86311e-05,0.0010637278,0.0,,,0.0545388496,0.0,4.4015e-06,,,,0.0362777932,0.3556474946,,,7.7881e-06,142.5671193655,0.0,,,0.0,0.0045928146,0.070907699,0.0,,0.0,0.0042785605,2.35e-08,,0.0,0.0,,0.031435437,0.0,,2.8557e-06,,0.0581962988,,,0.0,,0.0,,,0.000233278,,,0.0,,,,,,,,0.0,,3.09e-08,0.0,0.0,,,0.0002990226,,1.065e-07,,,,4.643e-07,,,,,0.0,0.0,,0.0,,,,,0.0027470442,,,,0.0,,,,0.0,,,,,,0.0007512372,,3.2679759175,,,,,,8.8e-09,,,0.0001037695,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3.88535e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jellicent,1345731,7714,,,,1e-10,0.0173064589,,,0.0,0.001630858,,,,,,4.52815e-05,3.5412e-06,0.0,,0.0068259293,,0.0,0.0001199466,1.43e-08,0.0004765474,0.0,0.0,0.1045145481,,1.7e-09,0.0,1.075e-07,,0.0020085369,0.0,0.1340430133,9.63217e-05,0.0,0.0,0.0,0.0,1.27e-08,,,0.0,8e-10,,,,,,0.0,0.0,1.76903e-05,,0.0,0.0,2.4e-06,,,,0.0010312631,0.0,,0.0,,,,,1.6144829041,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,9.568e-07,,,0.0,,,,6.276e-07,,,9.15e-08,,,6.2e-09,,,,,,,,,,,,,0.0018053438,,,,,,,,,,,,6.3e-09,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0001777231,5.0655e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
Shiftry,1345731,5192,,6.65564e-05,0.0,,,,,0.0,1.08e-07,,,0.0,,,0.0,,,,0.0,0.0,,0.724849596,2.013e-07,7.0862e-06,0.0,0.0,1.28277e-05,0.0,1.73e-08,,0.0027817531,0.0,0.0,,0.0513821115,0.0,,,,0.0522628802,0.0,,,,,,,0.0,1.2605e-06,,,,,,0.012775001,0.0,,,,,,0.0,0.0,,,,,0.0,,,,,0.0004493506,,,3.2082e-06,,7.5948e-06,,,0.0002790156,2.4e-09,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0140232532,,0.0,,,0.0,,,0.0,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,1e-10,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stakataka,1345731,18527,,0.5118433386,,0.0,0.0177298846,0.0,,2.48197e-05,0.0015395436,,4e-10,0.0,,,1.175e-07,,0.0002106988,0.0,4.5898972463,4e-08,0.0,0.461131358,0.0117544083,9.90197e-05,0.0,1.78341e-05,0.0360028444,0.0,9.2e-09,,0.0021582911,0.0,,0.0,0.3839113217,6.20917e-05,0.0084994415,0.0,,1.2991665,0.3802269973,,0.0,3.5267e-06,0.0,,,0.0,0.0002106479,0.0,1e-10,,,,0.2490213319,0.0088652292,1.7985e-06,0.0,,,0.0,,,,,,0.0,0.0,,,,,1.30141e-05,,,,,1.5e-09,0.0,0.0029040411,,,,,,,0.0,,0.0028493236,,,0.0,0.0035510229,,,0.0,0.2311861406,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mienshao,1345731,15375,,,0.0,,0.0061105097,,,0.0,0.0023129717,,0.0130244825,,,,0.0,,,,2.211e-07,,0.0,1.3696192812,0.0005952277,0.0,0.0,,0.0,0.0,1.6e-09,,3.56416e-05,0.0,2.956e-07,0.0124278353,0.0181784617,1.0497553537,,,,0.0161715974,0.1050937029,,0.0,5.5566e-06,,,,2.742e-06,,,,0.0003021917,,,0.3521416507,0.0001637009,,,0.0,,,7e-10,3.45256e-05,,,,,0.0304256823,,,,,,,,,,0.0003724672,,,5.82987e-05,,,,,0.0,0.0,,,,,0.0,0.0,0.0,,6.027e-07,5.604e-07,,,,,,,,,2.2e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0020366577,,,0.0,,,,,,,,,,,,,6.447e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryogonal,1345731,5288,,,0.0002258694,0.0,0.000388532,,,0.0,4e-10,,0.0,,,,,,0.0,,,,,0.0080028481,3e-10,0.0,0.0001492089,,3.4093e-06,0.0,,0.0,2.991030653,0.0,0.0018278882,,0.0205461281,9.59718e-05,,,0.0,7.13142e-05,0.055489201,,,,,,,,0.0,,,0.0017124867,,,0.0,0.0053756024,0.0001873225,,,7.3009e-05,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0002036708,,,0.0063357973,,,,,,,0.0026720391,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.1303403364,,,6.99496e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninetales-Alola,1345731,72460,0.0,0.0,,0.0002216066,3.753e-07,6.34e-08,,3.50808e-05,0.0008446884,,0.0035089194,,,0.0,0.0150720616,,0.0024180225,,1.47681e-05,0.0006820699,,0.1944711366,0.0053333637,0.0006175427,0.0,0.0,3.46774e-05,1e-10,0.0297648848,7.741e-07,4.4462600398,3.173e-06,0.3307325342,2.32e-08,0.207034673,0.0140553619,0.0022126838,,8.7e-09,0.1597252792,0.0147880103,0.0,,0.0,,,,0.1525929187,1.3145e-06,,,0.1409585593,,,3.317e-07,0.0,0.0001325779,,,0.0,,9.4994e-06,,,,,,,,,,,0.0,,,,,,0.0,,0.0010089366,,,,,,0.0,,,,,,,,0.0,0.0,,84.369217597,0.0,,51.0741674631,,,,,0.0,,0.0001281426,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,3.2e-09,,,,,,,6.218e-07,,,,,,,,,,,,,,0.0101621938,0.0015596066,0.0029175218,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludicolo,1345731,10680,,,0.0,0.0,0.0001027929,0.0016808347,,0.0,0.0007043268,,1.813e-07,,,,2.015e-07,,5e-10,0.0,,3.3265e-05,,0.7813554616,0.0047144873,0.000624132,0.0,,0.0009871981,,1.5e-09,0.0023364635,8.96e-08,0.0,0.2998907941,0.0,0.0701000565,0.0,3.4445e-06,,0.024080233,1.61451e-05,0.0164735672,,,0.0,,0.0,,1.6294e-06,0.0,,,0.0003510111,,,2.29343e-05,0.0,0.0,,3.9811e-06,0.0,,0.0,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,1.165e-07,,,,,,,2.4053e-06,,,,,,,,,,,,,0.0,,,2.18159e-05,,,,,0.0,0.0,,,0.0,,,,2.315e-07,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1e-10,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clawitzer,1345731,7499,0.0,,0.0,0.0,0.0,,,0.0,2.85e-08,,,7.898e-06,0.0,0.0,0.0,,,,0.0,,0.0,0.0072899926,0.0192787479,0.0,0.0,0.0,2.5166e-05,,0.0,1.029e-07,0.0,,0.6507776533,,0.0076111815,0.1257707607,0.0049262065,,0.0,0.0015711864,0.093645276,,,,,,,,2.73282e-05,,,,,,0.0,0.0,,,,,,,0.0,5.5456e-06,4.975e-06,,0.0,9.9211e-06,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,0.0418890944,,,,,,,,,,,,,,,,,,,,,,,,,,8e-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatterene,1345731,80152,0.0015539522,,0.0,3.07162e-05,0.0363448083,0.0,,0.0256853013,0.007721559,,0.0027476794,,,,0.0015244556,,0.0001551539,0.0011788726,3.66e-08,2.83164e-05,0.0,1.7808366479,0.0618753969,0.0043338169,,6e-10,0.0203488864,0.0001818267,0.6766522634,,0.0274478457,0.0,0.2075799161,,28.0799859519,7.75046e-05,0.0176166369,,7.34479e-05,17.1267560064,0.9228331424,,,2.967e-07,1.3493e-06,,,0.0243829451,0.0648890878,2.532e-07,4.3989e-06,2.95e-08,,,0.0015124849,0.0019605446,0.2614150752,,0.0,,4.9285e-06,7.4086e-06,,,3.07367e-05,0.0,,0.0,0.0,,,0.0,0.8510650316,,,0.0,0.0002402631,3.1593e-06,0.0,,,,,,,0.0101531301,7.232e-07,0.0,,0.0,0.0,,0.0,0.0,,0.00027721,0.0,0.0108225151,0.0,9.4616750163,,3.75921e-05,0.0,,,,,,0.0,,,,,,,,,,0.0130824853,0.0,,,,,,,,,,,0.0,,,,,,,6.855e-06,,,0.0,,0.0068686406,,,,,,0.0,,0.0,,,,,,,,0.0190612145,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4.7835e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
