pokemon,number_of_battles,Raw count,Items_scopelens,Items_safetygoggles,Items_petayaberry,Items_mentalherb,Items_zoomlens,Items_rockyhelmet,Items_lightclay,Items_figyberry,Items_nothing,Items_lumberry,Items_razorclaw,Items_blacksludge,Items_wikiberry,Items_spelltag,Items_nevermeltice,Items_grassyseed,Items_airballoon,Items_assaultvest,Items_expertbelt,Items_lifeorb,Items_stickybarb,Items_apicotberry,Items_chopleberry,Items_aguavberry,Items_adrenalineorb,Items_magoberry,Items_heatrock,Items_choiceband,Items_kingsrock,Items_ironball,Items_damprock,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_leftovers,Items_choicescarf,Items_redcard,Items_quickclaw,Items_flameorb,Items_wiseglasses,Items_focussash,Items_focusband,Items_silkscarf,Items_eviolite,Items_whiteherb,Items_ringtarget,Items_pokeball,Items_metronome,Items_liechiberry,Items_iapapaberry,Items_blunderpolicy,Items_bugmemory,Items_magnet,Items_sitrusberry,Items_weaknesspolicy,Items_roomservice,Items_laggingtail,Items_throatspray,Items_brightpowder,Items_shellbell,Items_powerlens,Items_salacberry,Items_normalgem,Items_wacanberry,Items_metalcoat,Items_psychicseed,Items_crackedpot,Items_toxicorb,Items_chestoberry,Items_protectivepads,Items_rockincense,Items_blackglasses,Items_muscleband,Items_roseliberry,Items_ejectpack,Items_whippeddream,Items_sharpbeak,Items_heavyball,Items_berryjuice,Items_keeberry,Items_marangaberry,Items_ejectbutton,Items_chartiberry,Items_rockmemory,Items_cheriberry,Items_machobrace,Items_charcoal,Items_shucaberry,Items_oranberry,Items_colburberry,Items_electricseed,Items_terrainextender,Items_kasibberry,Items_electricmemory,Items_oddincense,Items_cellbattery,Items_enigmaberry,Items_steelmemory,Items_smoothrock,Items_fullincense,Items_occaberry,Items_custapberry,Items_silverpowder,Items_twistedspoon,Items_firestone,Items_passhoberry,Items_absorbbulb,Items_shedshell,Items_starfberry,Items_firememory,Items_laxincense,Items_protector,Items_poisonbarb,Items_bindingband,Items_bigroot,Items_gripclaw,Items_pechaberry,Items_miracleseed,Items_hardstone,Items_ganlonberry,Items_utilityumbrella,Items_lansatberry,Items_cobaberry,Items_blackbelt,Items_mistyseed,Items_mysticwater,Items_floatstone,Items_pixieplate,Items_lightball,Items_waveincense,Items_electirizer,Items_masterball,Items_yacheberry,Items_rawstberry,Items_poweranklet,Items_pinapberry,Items_payapaberry,Items_micleberry,Items_dragonfang,Items_persimberry,Items_flyingmemory,Items_icyrock,Items_safariball,Items_burndrive,Items_fightingmemory,Items_sachet,Items_darkmemory,Items_snowball,Items_jabocaberry,Items_leppaberry,Items_babiriberry,Items_icememory,Items_rindoberry,Items_seaincense,Items_lustrousorb,Items_ghostmemory,Items_reapercloth,Items_fairymemory,Items_ultraball,Items_rowapberry,Items_powerweight,Items_grassmemory,Items_tr62,Items_waterstone,Items_chilanberry,Items_luminousmoss,Items_chippedpot,Items_tangaberry,Items_leafstone,Items_tr15,Items_powerband,Items_kelpsyberry,Items_energypowder,Items_healball,Items_moonstone,Items_dragonmemory,Items_blukberry,Items_watermemory,Items_fastball,Items_beastball,Items_leek,Items_powerbracer,Items_habanberry,Items_ovalstone,Items_softsand,Items_poisonmemory,Items_psychicmemory,Items_prismscale,Items_dawnstone,Items_dragonscale,Items_fossilizedbird,Items_dreamball,Items_repeatball,Items_greatball,Items_deepseascale,Items_sweetapple,Items_groundmemory,Items_tr38,Items_tr30,Items_adamantorb,Items_premierball,Items_tr71,Items_destinyknot,Items_tartapple,Items_galaricacuff,Items_tr98,Items_kebiaberry,Items_upgrade,Items_hondewberry,Items_roseincense,Items_luxuryball,Items_tr65,Items_tr10,Items_flowersweet,Items_quickpowder,Items_metalpowder,Items_loveball,Items_tr49,Items_thickclub,Items_rarebone,Items_tr36,Items_rustedsword,Items_souldew,Items_tr67,Items_icestone,Items_sunstone,Items_tr33,Items_grepaberry,Items_rustedshield,Items_shockdrive,Items_netball,Items_lureball,Items_quickball,Items_tr02,Items_berrysweet,Items_tr50,Items_diveball,Items_thunderstone,Items_tr03,Items_deepseatooth,Items_tr88,Items_duskstone,Items_aspearberry,Items_moonball,Items_cloversweet,Items_tr93,Items_goldbottlecap,Items_tr11,Items_tr64,Items_tr06,Items_tr40,Items_timerball,Items_tr28,Items_friendball,Items_griseousorb,Items_tr58,Items_shinystone,Items_fossilizeddino,Items_nestball,Items_tr68,Items_qualotberry,Items_tr00,Items_chilldrive,Items_lovesweet,Items_tamatoberry,Items_dousedrive,Items_powerbelt,Items_tr20,Items_tr66,Items_tr87,Items_ribbonsweet,Items_parkball,Items_tr97,Items_sportball,Items_starsweet,Items_tr43,Items_tr39,Items_fossilizeddrake,Items_bottlecap,Items_tr44,Items_duskball,Items_tr04,Items_cherishball,Items_tr05,Items_tr18,Items_tr53,Items_tr60,Items_tr47,Items_tr99,Items_tr08
Shuckle,1398223,51680,,0.0,,73.3523354472,0.0011164179,0.182700947,,5.21265e-05,0.0004299215,0.0007228723,,0.0,7.8627e-06,,,0.0,0.0007572859,0.0047544481,0.0,1.12714e-05,0.0,0.0002884214,,0.1210387266,,0.0,0.0,0.0,,0.0,0.0,0.0084519328,0.0039624478,0.0,,0.4479343653,0.0002661102,22.8413120343,0.0011637874,0.0,,0.0047629801,2.242e-06,,0.0011607381,0.00293729,,,0.0,0.0,0.0092582766,,0.0,,0.0030675445,1.38e-08,,,,3.11167e-05,0.0,,0.0,0.0,,0.0,0.0,,9.6872e-05,0.0797439176,,0.0,,0.0,,0.0202590261,,,,0.0170083174,0.0042267954,,0.000259818,0.0,,,,0.0,,0.0002599292,,0.0,,,,,,0.0,,0.0,,,0.1147055455,,,,,9.8e-09,,0.0,,0.0,,0.0,0.0201576034,,0.0007451812,0.0,,9.24727e-05,4e-10,,,0.0001909274,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0003150963,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Galvantula,1398223,29765,6.4239e-06,,6.73334e-05,0.0068142793,9.44e-08,0.0011686119,0.0,0.0,0.0040394536,0.0,,,1.58e-08,,,,0.0007180288,0.0,0.0036906423,0.0651053587,,,,8.79747e-05,0.0114314849,0.0,,0.0,5e-10,,0.0,0.0446273202,,0.1340999429,1.13349e-05,0.0026722896,0.0322713193,0.000167651,3.89e-08,,1.02497e-05,1.3115764678,6.5e-09,,,,,,6.651e-07,,1.36e-08,0.0,,0.0019091574,0.0009013838,7.9475e-06,,,3.606e-07,2.54639e-05,2.371e-06,,8.5e-09,,,,,,,0.0,,,,0.0,,,,,,0.0,,,2.88875e-05,,,,,,0.0023407052,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,0.0,,,,,,0.0,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abomasnow,1398223,4922,,,,0.0,0.0,0.0032916139,0.01173194,0.0,1.21062e-05,3.0977e-06,0.0,,0.0,,0.0003944132,1.26e-07,0.0,0.0003616607,9.20971e-05,0.0002157447,,,0.0,0.0031364346,0.0,,,2.96336e-05,,,0.0,1.1599484248,,0.0895728573,,0.0468481176,0.0216069284,,5e-10,,0.0,0.0010232264,0.0,,0.0,,,,0.0,,4.9e-09,,,,0.000129665,6.5618e-05,1.142e-07,3.954e-07,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,5.79e-08,,,,,,,0.0,,,0.0,,,,,,,,,4.765e-05,,,,,,0.0,,,,,,,,0.0001172616,,,0.0,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,1.1658e-05,,1.2920127317,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clefable,1398223,388019,,0.0163477029,0.0011921669,0.0018415384,8.65801e-05,9.80137296,0.0261675216,0.0026949883,0.0563858206,0.0177026446,0.0,0.066835337,0.029631236,,0.0,0.0273288523,0.0,0.0099277699,0.0075768217,163.3680185432,152.5423896281,1.7e-09,0.0,0.0970239652,,0.0041416293,9.656e-07,0.1420753178,0.0,0.074139223,0.0021851196,277.6949178495,0.0072207421,0.1424492141,1.87727e-05,1165.446648389,27.6904979775,0.0022210779,2.72e-08,0.6157785535,0.0021908195,0.1715868069,9.8439e-06,,0.0002008642,7.3429e-06,0.1017871263,,0.0174700888,,0.007016259,8.1e-09,,,0.1404460049,0.056502618,0.0,2.684e-06,0.0,0.2132202328,0.0002655189,,0.0147416552,,,0.0,5.672e-06,,0.0963982743,0.0269316174,0.0,0.0,0.0,0.0,,9.536e-07,,,,0.0,0.1013363884,,0.0002020628,,,,,,,0.0,,0.0,1.005e-07,,,0.0,0.0,0.0,,,0.0,,0.0098898026,,0.0003981525,0.0,,0.0,0.1119178187,3.63968e-05,,0.0,,,,5.18185e-05,0.0,0.0006796843,,,0.0003363208,0.0,,,0.0,0.0,,0.0,0.0015218988,0.0010482821,,,,,,,,,,,,,,,,,,0.0,,,0.0039882134,2.1651024942,,,,,,,1.1e-09,,,,,,,,,,,0.0,,,,,,,,,,,,5.6783e-06,,,,,,,,,,,,,,,,,,,,,,,,0.0,,4.2459e-06,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sigilyph,1398223,7673,0.0,,,0.0016625752,,0.0,0.0041092794,0.0,0.0,,,0.0,7.87954e-05,,,,,2.18621e-05,1e-10,1.2083675742,,,,0.00026088,0.0,,,0.0,0.0,,0.0,7.355e-07,,0.2708546023,2.2383e-06,0.0143560798,0.0101177164,,6.9151e-06,0.0603601233,0.0,0.0011339072,,,8e-10,,,,0.0064403923,,0.0,0.0180763107,,,0.0,0.0242147309,,,,5.0761e-05,,,7.64404e-05,,,,,,0.0031374092,0.0,,,,,,,,0.0,,0.0,8.64e-08,,0.0,,,,,0.0011533836,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jellicent,1398223,8675,,0.0,,0.0,0.0,1.5505792401,,2.22e-08,8.57891e-05,0.0002849859,,,0.0,0.0,,,0.0,0.0007002447,5.1e-09,0.0001909289,,,,0.0006837933,,0.0,,,,0.0,1.69662e-05,0.0174150745,,0.0064654942,0.0,0.1454297714,0.0308443019,0.0,5.87562e-05,,0.0003969971,4.348e-07,2e-10,,,,0.0,,0.0,,,,,,0.0,1.494e-07,0.0,0.0,,0.0,0.0,,,,3.04044e-05,,,,,,,,,,,0.0,,,,0.0035407496,0.0,0.0,,,,,,,,,0.1019180711,,,0.0001436574,,,,,,,,,8.65801e-05,,,,,,,,,,,,0.0038783931,0.0,0.0,,,,,,,,,,0.0001276779,,,,,,,,,,,,,,,,,,,,,,,,,,,1.418e-07,0.0332883067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiftry,1398223,5372,0.0,,,0.0,,1e-10,,0.0,0.0004524182,,0.0,,,,,0.0,,3.5e-09,0.0299948676,1.452339013,,,9.5996e-06,4.484e-07,,,0.009221553,2.9146e-06,2e-10,,,1.74686e-05,0.0,1.155e-07,,4.18825e-05,0.0029788879,,0.0,,0.0,0.0208946892,,0.0,,0.0,,,0.0,0.0,,,,,,0.0004058006,,,,0.0,0.0284975019,,0.0,0.0,,,,,,0.0,0.0044574303,,0.003893375,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,0.0030742161,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,3.11718e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stakataka,1398223,15913,,,,6.75069e-05,0.0,0.0143640323,0.0,0.0,0.057774219,0.0,,,6.016e-07,0.0,,0.2788561882,2.3420916235,0.2835701655,0.0025057612,1.5980535328,,1.413e-07,0.2315466412,2.22e-08,,0.0,,2.297955098,0.0,4.091e-07,,0.0013492226,0.0,0.0,0.0,0.5300584743,0.0,0.0,0.0056071688,0.0,,0.2011022938,,,2e-10,0.0,,,0.0019955067,,4.607e-07,0.0,,,3e-10,0.0126532878,2.349e-07,0.0002746904,,0.0,0.0,,0.0,,,0.0007247733,,,,1.3563e-06,0.0,0.0001936749,,1.1473e-06,,,,,,,0.0,,,,,,,,0.0055040597,,,0.0,0.0,,,,,0.0,,,,,0.0,,2.3031e-06,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,2.91978e-05,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.50844e-05,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.86e-08,,,,,,,,,,,,,,,,,,,,,,,
Mienshao,1398223,15037,0.0,0.0,,0.0,,3.28251e-05,0.0,0.0,0.019582356,0.0004829606,,0.0,0.0,,,,0.0,0.9938116859,0.0014271352,1.0827439308,,,,0.0,0.0,0.0,0.0,0.9233698586,0.0,,,0.7580566143,,0.0,8.23479e-05,0.0214459007,0.7775670132,0.0,,,,0.0047359084,0.0010043748,,,0.0,,0.0,0.0,0.0,0.0,0.0021954483,,,2.652e-07,0.0,,,,5.36479e-05,0.0,,0.0,0.0002685144,,,,,,,0.0023988011,,,1.00431e-05,0.0,0.0018974049,,,,,,,1e-10,,,,,,,,,,,,,,,,,,3.117e-07,,,,,,,,,,,,,,,7.9e-09,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,7.673e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninetales-Alola,1398223,91268,,,,0.0,0.0,7.60324e-05,82.2118235717,0.0,0.0063426055,0.0,,,0.0001903016,,0.0015139033,4.2271e-06,0.0001965787,0.0243739235,0.0003941573,0.1475376314,,,,0.000875167,,3.48586e-05,0.0,0.0,0.0,,1.0433553607,0.1963151209,,0.0773346925,4.89716e-05,0.0489684315,0.1867580253,2.31507e-05,0.0,,4.5855e-06,0.0332551345,0.0,,5.3e-09,,,,1.067e-07,,0.0013923981,0.0408614551,,,2.42677e-05,1.2e-09,,,,1.24002e-05,,,2e-10,,,,0.0,,0.0,0.0009285864,,,,,,0.0,,,,0.0,,0.0,1.9631e-06,1.6e-09,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,0.000117782,0.0,,,,,7.552e-07,,,,,,,,27.2581378802,,,,,,0.0,,,0.0029140222,0.0,,,,,,0.0,,,,,,,,2.2645e-06,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20032e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludicolo,1398223,10366,0.0,0.0,0.0,0.0,0.0,3.6968e-06,,0.0,8.715e-07,0.0,,,,,0.0,1.22e-08,,0.0071446994,0.0004122307,1.2865448039,,,,0.0009504669,0.0,0.0,,0.0,0.0,,0.0170907449,9.91819e-05,0.0,0.0807580449,,0.1427068582,0.0008142262,7.3e-09,4.5e-09,,0.0,0.0003121161,0.0,,,0.0,,,0.0,,5.482e-06,0.0,,,0.0002119629,0.0,,,,7.786e-07,0.0,,0.0,,5.685e-07,,,0.0,,2.8e-09,,,0.0,,,,,,,,,,0.0,,,,,,,9.3e-09,,0.0,,,,,0.0,,,,,,,,,,,4.09845e-05,,,,0.0,,,0.0,0.0007557939,,,8.2e-09,,,4e-09,,2.29081e-05,0.0,,1.05076e-05,,,,0.0,,,,,,,,,,,,,,,,,,,,9.1e-09,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clawitzer,1398223,8066,0.0,,,,,0.000268677,,0.0,6.42604e-05,0.0,,,,,0.0,,,0.0797822602,0.0138569154,0.0176349444,,,,0.0,,,,0.0,2.16e-08,,0.0,4.4777e-05,0.0,0.9502390742,,0.0030795531,0.0074082709,,0.0,,8.57e-08,3.1324e-06,0.0,,,,,,3.59e-08,,1.24e-06,0.0,,,1e-10,0.0002359105,,,,,3.44132e-05,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027137065,,,,0.0,,,,,,,,,1.1e-09,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatterene,1398223,74022,0.0,1.6877e-06,0.0,0.022470785,,0.0068321466,7.77221e-05,8.803e-07,1.1155e-06,2.58e-08,3.954e-07,0.0,0.0002005281,0.0,,0.1468992793,0.0002908732,2.269084005,0.0078285025,8.1961095839,,,,0.0169181093,,2e-10,,9.607e-07,0.0,,,0.589703669,0.0,1.7959580107,0.0,28.2994824409,0.0002590095,0.0018491864,0.0028948659,0.0,0.0004759954,6.9791880663,,,4.638e-06,0.0,,,2.51e-08,,6.6e-09,0.0,,,0.0650056734,0.0204803201,2.84954e-05,5.4037e-06,0.0,8.36659e-05,1.32088e-05,,1.31e-08,,,,0.0,,7.531e-07,0.0001255759,8.7802e-06,0.0,0.0,,,,,,,,0.0233392682,,0.0015065545,,,,,0.0,,7.8609e-06,0.0,0.0691063657,0.0,12.9481763575,,1.03e-08,,0.0,,,,,3.76506e-05,,6.85e-08,,,,,,,0.0,,,,0.0005879559,,0.0,0.0,,,,,,,,,,0.0394082253,,,,,,,,,,,,,,,,,,,,,,,0.0235010766,,,,,,,4.83e-08,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starmie,1398223,15799,0.0,,0.0,0.0,6e-10,1e-10,0.0002667679,0.0,0.2034763041,0.0,,0.0,0.0,,0.0,,,0.0592381606,0.0007766488,4.4390456629,0.2193642243,,,0.000269651,,5.0825e-06,,0.0003855295,4.68e-07,,,4.0043706573,0.1536219065,17.6824008764,0.0176569608,7.2607784031,2.7752759662,0.0,0.0,,0.0,0.0010842191,0.0,0.0,,0.0,0.0,,0.0013467771,,2.7e-09,0.0,,,2.43385e-05,0.0004143864,,0.0,6.48e-07,2.10705e-05,,,0.0,0.0,1.29796e-05,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,1.58755e-05,,,,,7e-10,8.447e-07,,,,2.9e-09,,,,,0.0,,,,1e-10,,,0.0,,,,,,,0.0,,,,,,,,,,,,2.55e-08,,,,2.0964e-05,,0.0,,,,,,,,,,,,,,,,,,,,,,3.634e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malamar,1398223,12814,6.209e-07,,0.0,3e-10,0.0,0.0009735472,2.2e-09,9.52681e-05,0.0003651047,0.0319443307,0.0168775066,0.0,1.8e-09,,,,,0.1067636647,0.0003835612,0.007368318,,,,0.0001586691,,,0.0,0.0372728661,6.43172e-05,0.0,,0.2277071225,,0.0,,0.2390269057,0.0050836487,5.3526e-06,5.59125e-05,1.4524e-06,,0.3759188977,,,0.0,,0.0003257716,,7.1559e-06,,0.0067211413,0.0,,,0.2811266919,2.0745e-06,2.6e-09,0.0,,0.0,1.4637e-06,,1e-10,,,,,,0.0,0.0148520184,,,6e-10,0.0,0.0,,,,,1.8e-09,0.0,0.0,2e-10,,,,0.0,,,,,,,7.469e-07,,3.385e-07,,0.0,,,,,0.0003145205,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,0.0,,0.0005243651,,,,,,,,,,,,,,,,,,,,,,,,,,3e-10,,,,,,,,,,,,,,,,,,0.0291345724,,,,,,,,,,,,,,,,,,,3.563e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherrim,1398223,1326,,,,,,,,0.0,0.0,,,,,,,,,2.23e-08,,1.0620466636,,,,0.0,0.0,,5.06441e-05,5.12896e-05,,,,0.0,,0.0,,1.597e-07,9.656e-07,0.0,0.0,,0.0,3.771e-07,,,0.0,,,,,,0.0,,,,0.0,1e-09,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entei,1398223,12185,1.619e-07,0.0,,0.0,,1.46613e-05,,0.0,4.76669e-05,0.0,,,3.1469e-06,,,,3.6049e-06,0.1880358701,2.50013e-05,0.1439855931,,,,0.000964146,,0.0,,0.6087767926,0.0,,,0.1739938052,0.0,0.000338995,0.0014796038,1.1997534419,0.0022206255,0.0013022154,0.0,4.0673e-06,,1.6638e-06,,0.0,0.0,6.387e-07,,,0.0,,0.0,0.0,,,0.0001470941,0.2791681125,,,2.75228e-05,,0.0,,0.0,,,,,,,,,,,2.76729e-05,,0.0,,,,,,,,,,,,6.34379e-05,2.15926e-05,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,1e-10,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangrowth,1398223,68308,,0.0022223528,0.0,0.0002156823,1.1106293677,230.2883348487,,0.0,29.7762400412,1.07e-08,,2.5e-09,0.0,,,0.0,,12.2079207762,0.0003061624,0.214023035,,0.0,,0.0132308735,,8.39e-08,3.44225e-05,0.0187325447,,,,4.0282556067,,4.2214479337,0.0064833264,0.8866173764,5.8e-08,0.0,1.484e-07,,0.0,1.81917e-05,,,,0.0,,,7e-10,,8.748e-07,5.296e-07,,,0.0013626262,2.39967e-05,,,,1.55188e-05,0.0,,0.0,,,,,,0.0,0.0008652987,,3.2259e-06,,0.0,,0.0,,,,,,0.0,27.2563569945,,0.0,,,,,0.0,,,2e-10,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,0.0022134023,0.000445936,0.002257684,,2.67e-08,,,,,0.0,,,,,,0.0001857106,,,,3.0572e-06,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycanroc-Dusk,1398223,27206,0.0003652998,,,0.0,,0.0001643913,,0.0,0.0003413058,1e-10,0.0015158901,,1.9e-09,,,,0.0,0.0023454545,0.0024536571,3.8093676885,5.569e-07,,0.0,0.0001025856,0.0,7.0601e-06,7.518e-07,0.3509933497,0.0,,,0.0004593395,0.0,0.0003235379,0.0,0.0175374889,0.0034357776,4.5666e-05,3.22142e-05,,,7.1247558692,0.0,,1.8874e-06,,,,0.0,0.0,0.0,0.0,,,0.0,0.1344023159,,9.13e-08,,0.0,0.0009285006,,0.0036412914,,,,,,,,0.0001175064,0.0001444278,0.0,0.0013989,,0.0,,,,,0.0,,,,7.646e-07,,,,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,,,,0.0,,,,,,,,0.0062704689,,,,,2.9423e-06,,,,,,,,0.0,,5.5e-08,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandaconda,1398223,13437,0.0,,,,,1.0761408161,,1.4823e-06,1.04e-08,0.0,0.0,,0.0,,,0.0,0.0,8.362e-07,0.0,0.0001192599,,,,0.0015168452,,0.0018502535,,4.1047e-06,3e-10,6e-10,,0.0,0.0,0.0,2.054e-07,0.9819818603,0.0,5.95015e-05,1.75826e-05,0.0,,1.0884413158,,,4.18822e-05,0.0,,,2.3984e-06,0.0,0.0,0.0,,,5.19463e-05,0.0004624994,,,,3.9e-09,,,0.0024980433,,,,,,0.0,3.1005e-06,,,,0.0,,,,,,0.0,0.0,9e-09,2.17052e-05,,,,,,,,,,,,,,,,,6.2568842141,,,,,,,0.0,,0.0,,,3.20795e-05,,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.10205e-05,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,7.1405e-06,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
