pokemon,number_of_battles,Raw count,Items_scopelens,Items_chopleberry,Items_rockmemory,Items_petayaberry,Items_mentalherb,Items_pechaberry,Items_rockyhelmet,Items_ironball,Items_figyberry,Items_focussash,Items_oranberry,Items_pixieplate,Items_toxicorb,Items_absorbbulb,Items_wikiberry,Items_spelltag,Items_widelens,Items_dragonmemory,Items_chestoberry,Items_grassyseed,Items_airballoon,Items_assaultvest,Items_lifeorb,Items_blackglasses,Items_expertbelt,Items_aguavberry,Items_adrenalineorb,Items_weaknesspolicy,Items_sitrusberry,Items_damprock,Items_heavydutyboots,Items_blukberry,Items_choicespecs,Items_oddincense,Items_razorclaw,Items_leftovers,Items_choicescarf,Items_redcard,Items_quickclaw,Items_laggingtail,Items_wiseglasses,Items_nothing,Items_enigmaberry,Items_silkscarf,Items_eviolite,Items_leppaberry,Items_ejectbutton,Items_metronome,Items_zoomlens,Items_powerherb,Items_roomservice,Items_blunderpolicy,Items_laxincense,Items_magnet,Items_choiceband,Items_lumberry,Items_iapapaberry,Items_flameorb,Items_throatspray,Items_brightpowder,Items_shellbell,Items_powerlens,Items_salacberry,Items_normalgem,Items_wacanberry,Items_safetygoggles,Items_psychicseed,Items_charcoal,Items_yacheberry,Items_magoberry,Items_ovalstone,Items_keeberry,Items_electricseed,Items_protectivepads,Items_muscleband,Items_shockdrive,Items_roseliberry,Items_heatrock,Items_kingsrock,Items_leek,Items_sharpbeak,Items_heavyball,Items_mistyseed,Items_darkmemory,Items_whiteherb,Items_marangaberry,Items_fullincense,Items_healball,Items_chartiberry,Items_custapberry,Items_blacksludge,Items_payapaberry,Items_poisonbarb,Items_blackbelt,Items_focusband,Items_shucaberry,Items_metalcoat,Items_lightclay,Items_tr25,Items_colburberry,Items_apicotberry,Items_terrainextender,Items_stickybarb,Items_kasibberry,Items_machobrace,Items_luminousmoss,Items_ringtarget,Items_masterball,Items_smoothrock,Items_occaberry,Items_starfberry,Items_silverpowder,Items_hondewberry,Items_berryjuice,Items_twistedspoon,Items_firestone,Items_passhoberry,Items_firememory,Items_cheriberry,Items_bindingband,Items_ejectpack,Items_rowapberry,Items_bigroot,Items_bugmemory,Items_miracleseed,Items_hardstone,Items_ganlonberry,Items_utilityumbrella,Items_lansatberry,Items_babiriberry,Items_cobaberry,Items_liechiberry,Items_energypowder,Items_lightball,Items_electricmemory,Items_gripclaw,Items_electirizer,Items_mysticwater,Items_souldew,Items_fightingmemory,Items_nevermeltice,Items_poisonmemory,Items_poweranklet,Items_beastball,Items_flyingmemory,Items_rockincense,Items_dragonfang,Items_grepaberry,Items_rawstberry,Items_snowball,Items_watermemory,Items_softsand,Items_shedshell,Items_aspearberry,Items_grassmemory,Items_tr24,Items_greatball,Items_cellbattery,Items_ghostmemory,Items_fossilizedbird,Items_rindoberry,Items_seaincense,Items_waveincense,Items_floatstone,Items_jabocaberry,Items_fairymemory,Items_powerweight,Items_habanberry,Items_adamantorb,Items_steelmemory,Items_tangaberry,Items_magmarizer,Items_icyrock,Items_kebiaberry,Items_duskstone,Items_destinyknot,Items_flowersweet,Items_psychicmemory,Items_quickpowder,Items_levelball,Items_micleberry,Items_protector,Items_powerbelt,Items_powerbracer,Items_upgrade,Items_dragonscale,Items_fossilizeddrake,Items_pokeball,Items_parkball,Items_ultraball,Items_groundmemory,Items_persimberry,Items_rustedsword,Items_bottlecap,Items_galaricacuff,Items_ribbonsweet,Items_goldbottlecap,Items_berrysweet,Items_rarebone,Items_leafstone,Items_rustedshield,Items_roseincense,Items_icememory,Items_sweetapple,Items_tr64,Items_prismscale,Items_metalpowder,Items_chilanberry,Items_diveball,Items_thickclub,Items_pinapberry,Items_whippeddream,Items_deepseascale,Items_shinystone,Items_duskball,Items_fastball,Items_chippedpot,Items_tr43,Items_dreamball,Items_kelpsyberry,Items_icestone,Items_tr71,Items_lustrousorb,Items_premierball,Items_luxuryball,Items_tr78,Items_tr16,Items_netball,Items_sunstone,Items_tamatoberry,Items_powerband,Items_cherishball,Items_repeatball,Items_waterstone,Items_pomegberry,Items_dubiousdisc,Items_tr98,Items_tr69,Items_tr10,Items_deepseatooth,Items_quickball,Items_fossilizedfish,Items_griseousorb,Items_burndrive,Items_loveball,Items_starsweet,Items_tartapple,Items_lovesweet,Items_thunderstone,Items_chilldrive,Items_tr00,Items_reapercloth,Items_tr89,Items_tr99,Items_sachet,Items_qualotberry,Items_crackedpot,Items_tr88,Items_tr53,Items_tr15,Items_dawnstone,Items_tr02,Items_safariball,Items_tr08,Items_tr01,Items_tr32,Items_tr19,Items_tr46,Items_tr42,Items_sportball,Items_tr55,Items_dousedrive,Items_tr75
Zoroark,1336739,32057,1.329e-07,0.0089983525,,0.0,0.0007289233,0.0,0.0005155478,,9.68e-08,1.8697989404,0.0,,1.922e-07,,2.5708e-06,0.0,5.18667e-05,,0.0,0.0,1.29e-08,6.85372e-05,0.8428916347,0.0068845856,0.0095819084,0.0005975546,,2.28591e-05,0.0086307249,0.0,0.046798113,,2.4152517358,,2.3e-09,0.060635779,0.1724999683,0.0,0.0033646338,0.0,3.86e-07,0.0018719616,,,8.02e-08,,0.0,0.0001864726,5.6e-09,,0.0,0.0,0.0,,0.0001979758,0.0,2.248e-07,2.83842e-05,0.0,0.0045540006,7.2974e-06,,0.0495788388,,,1.462e-06,,,,0.0,,,0.0606748303,,1.43325e-05,,0.0,,0.0003259657,,,,0.0,2.746e-07,7.34285e-05,,1.58e-08,1.205e-07,,0.0,1.9413e-06,,0.0003333083,0.0,0.0,,,,,,,,8.98e-07,,,,0.598923618,0.0,,,,,,4.13909e-05,,,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.541e-06,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.61344e-05,0.0,,,,,,,
Salazzle,1336739,29147,0.0,,,0.0001824136,1.33402e-05,,2.14e-07,,0.0,3.3466185261,0.0,,4.7e-09,,1e-10,,0.0519459774,,0.0045614652,0.0,0.0064086367,0.0,0.0332340801,,0.0033757298,0.0001647108,,4.5562e-06,0.0001505312,,1.1026386764,,0.0111392268,,7.28817e-05,0.1063252783,0.0292224631,,2.30281e-05,,0.0008197124,0.0003115873,,,,,0.0,,,0.0,,0.0053930793,0.0,,2.32e-08,9.7901e-06,1.13368e-05,0.0,,2.0844e-06,8.8e-09,,6.978e-06,0.0,,0.0,,2.7755e-06,,,,,,,0.0,,,,4.47709e-05,,,,,,0.0,,,,,0.0,4.4522509523,,0.0027429322,,0.0004125392,0.0004990656,,,,,,,,,,,,,,,,,,,,,2.368e-07,1.17e-07,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuckle,1336739,47619,,,,,18.1200858819,0.0,0.0763563073,4.50289e-05,0.0083738855,0.0128844256,0.0,,0.0001657651,,0.071558004,,3.597e-07,,0.0414824432,,8.31e-08,0.0062279739,6.5477e-06,,2e-10,0.092362156,,0.003822794,0.0692967247,,0.0045839312,,,,,1.1465359489,1.10857e-05,4.1999717147,0.0004581604,,,0.0043522956,0.0,0.0,0.0016652146,0.0,1.3094e-06,0.0002504311,0.0,0.0023483809,,0.0,0.0,,1.9e-09,0.0183549334,0.0237166728,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,,7e-10,,0.0,,,0.0,,,6.5e-08,0.0,,,,,,1.548e-07,,,,,0.0249362479,,,,0.0,8.606e-07,,0.0,,,,,,0.0,,,6e-10,,,4.6145e-06,,,,,3.416e-07,,,0.063235113,,,0.0061953354,0.096689121,,,,,0.0,,,,,,0.0012709736,,,,0.0008017408,,,,,,,,,,0.0,,,,,,0.0,1.3615e-06,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,5.455e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galvantula,1336739,28639,0.0081384485,0.0,,0.0,0.008664663,,1.67663e-05,,4.98308e-05,3.5905919602,,,0.0,,0.0,,0.0006240809,,0.0,,0.0022310839,0.0008441411,0.1292464998,,0.0007221632,0.0032162471,,2.964e-06,0.0001284575,4.53087e-05,0.0784084373,,0.0031905425,,0.0,0.0193528509,0.0090170394,0.0008298903,3.54626e-05,,0.0,7.68006e-05,,,1.02121e-05,,1.539e-07,,1.8187e-06,,,4.1e-09,0.0,0.0002280418,0.0,0.0,0.0003120203,,0.0,0.0,0.0,,9.63e-07,,,,,,,0.0,,,0.0005956838,,,,,,1.913e-07,,,,,,,,,,,,,,,,0.0,0.0,,0.0001161415,,,,,,,,,,,,0.0,,2.6073e-06,,2.53063e-05,,,,,,0.0,,,0.0,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,
Abomasnow,1336739,5361,,,,,,,3.52842e-05,,0.0008697385,0.0072613007,,,,1.602e-07,0.0,,0.0,,5.16592e-05,,0.0063246394,0.0017349112,0.016253074,,0.0004171904,2.56758e-05,,0.0,,0.0,0.0489422753,,0.0080306783,,,0.071667385,0.0138809861,0.0,0.0005483976,,,0.0,3.3652e-06,,0.0,,4.358e-06,0.0,,,,0.0,0.0001486614,,9.6296e-06,0.0,2.59e-08,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,1.8284e-06,,,,0.0,0.0,,,,,,,,0.1535689152,,,,,,,,,,,,0.0099910585,,,,0.0,,,,,,,0.0,,1.35096e-05,,9.974e-07,,,,,,,0.0,,,,0.0,,,,,0.0002744036,,,,,,,,,0.0,,,2.38736e-05,,1.66824e-05,,,,,,,,,,0.0,,,,,,,,0.4249521244,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsareena,1336739,8053,,,,,7.60344e-05,,0.0061298711,,4.502e-07,4.85524e-05,,,,,,,0.0051740587,,0.0008133335,3.35e-08,,0.6454629192,0.0355871213,,0.0845991448,7.32483e-05,,0.0003853742,0.0036710893,,0.0256059258,,,,0.0,0.3216123342,0.07319944,0.0,4.6529e-06,,,8.861e-07,,,,0.0,,,0.0,0.0,,5.0596e-06,,,0.0006521861,0.0001088382,0.0,,,0.0,0.0,,3.31e-07,0.0410895086,,,,,4.6e-09,,,,7.777e-07,8e-10,3.7232e-06,,,0.0,1.00787e-05,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,0.0002946503,,,,,,1.1967e-06,0.0001968289,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crustle,1336739,3354,,,,,4.8857e-06,,0.0137676669,,0.0,0.0040039551,,,1.2585e-06,,0.0192032308,,0.0,,,,0.0,1.48e-08,2.7e-09,,0.0,2.4094e-06,,0.045750591,0.0,,0.6630428927,,,,,0.0118066475,,0.000501398,0.0,,,0.0,,,,,0.0,,,3.476e-07,,,,,0.0,0.0,0.0,,,0.0,0.0,,4.4968e-06,,,,,,,,,,,,,,,,,,,,,,0.0151156428,,,,,2.51031e-05,,,,,2.0148e-06,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0016612166,,,,,1.202e-07,,,1.55521e-05,,,2.0184e-06,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clefable,1336739,408000,,5.773e-07,0.0,,1.3327033063,7e-10,60.4146602649,0.0035515931,8.9644e-05,0.7538323376,3.2932e-06,0.0022720845,0.0152970783,,0.0793987399,,0.004304907,,0.0015055813,0.00346657,1.19e-08,0.0930266332,195.2707576634,,0.003783798,0.0174100659,0.0,1.0566667211,0.2950957591,4e-10,358.0009664166,,0.5307043368,0.0,6.212e-07,774.3374525231,24.3846189628,0.0219578237,0.0014460259,0.0020527096,3e-10,0.0512697968,,,0.0077575363,8.306e-07,0.6596417338,6.4854e-05,0.007023374,0.0020632198,,0.016020753,1.0565e-06,0.0,0.0003810844,0.0279017807,0.0001224471,0.2625215135,2.257e-07,0.0029972407,0.0010463845,,0.0043440737,0.0,,0.0,0.0,,,0.0082609686,,0.5355534523,0.021313387,,0.0,,0.0,1.1e-09,1.2e-08,,,0.0,8.46e-08,,1.4323e-06,,3.7792e-06,,,5.05109e-05,0.0156446945,,2.288e-07,0.0,0.0,,,0.0628854116,,,0.0,,239.8285769601,,0.0,,0.5077967368,0.0,,,,,,1.1e-09,0.0,,,,0.0,,0.0,,4.8149e-06,,,,0.0,0.0,,0.6423046789,,2.1755e-05,,0.0,,0.0,,,,,0.0,,,,,,,,0.0,,,,3.4011623134,,,,,,,,,,,,,0.0,,,,,,,,2e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jellicent,1336739,7343,,,,,1.7828e-06,,0.0783377707,,,6.30185e-05,,,,0.0,2.6e-09,0.0106852142,0.001711053,,6.11731e-05,,,0.0006129588,0.0034587582,,0.0,5.4778e-06,,0.0002792627,0.4058647527,0.0,1.0674797347,,0.0362324579,,,0.2660656328,7.054e-07,0.0,0.0,,0.0,3.1766e-06,9.527e-07,,,,,0.0,0.0,,,1e-10,,,0.0,3.905e-07,,0.0,,1.15e-08,4.9481e-05,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,4e-10,,,,,,,,,,0.5656633392,,,5e-10,7.2e-09,,,,,,,,,,,,,,,,3.53655e-05,,,0.0,,,,,,,,,,,,,6.7981e-06,,2.7977e-06,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiftry,1336739,4115,0.0,0.0,,,,,0.0,,0.0,0.259614166,,,,0.0,2.2677e-06,,4.6557e-06,,,0.0,,8.9e-09,0.4143893488,1.1226e-05,6.32647e-05,0.0,,0.0,0.0,,1.954e-07,,0.0003020704,,0.0001748278,5.48587e-05,0.0,0.0,0.0,,,3.2297e-05,,,,,9.43805e-05,0.1114855403,,0.001139988,,0.0,,,0.000763367,0.0,1.24e-08,0.0,,0.0,,,3.9e-09,2.02574e-05,,,,0.0,,4.8031e-06,,,,,0.0,,,0.0,1.3148e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5.13942e-05,,,,,,,,2.146e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stakataka,1336739,16590,,0.0271726699,,,0.0042865608,0.0,0.0051969662,0.000227233,1.82e-08,0.0475073679,,,0.0,0.0,2.1e-09,,9.25363e-05,,0.0054060444,0.0,2.8281518446,0.0469599049,0.268788628,,0.0488764826,4.92128e-05,,0.3328652208,0.0005819913,,0.0008261855,,0.0,,,0.1710716585,1.0775e-06,0.0,0.0,,,0.0022040248,0.0,,,,0.0,0.0,,0.0,8.46107e-05,0.0,,,0.140003933,0.0172289461,0.0,,,,,,0.0,,,,,,,0.0002943952,,0.0013627338,0.0,0.0,0.0028605692,,,,0.0,,,,,,0.4832609924,0.140710975,,,,6.099e-07,,,,4.65019e-05,,0.2050236643,0.0745756641,0.0025647235,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,0.0,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,0.0,,1.15e-08,,,,,,,0.0001123494,,,,,,,,,,,,,,4.1e-09,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mienshao,1336739,15268,,,,,,,1.7164e-06,,0.0010135796,0.02386241,,,1.2e-09,,,,0.0038421895,,,0.0,,0.0768523285,2.3069997313,,0.0419793686,3.227e-07,,1.424e-07,7.038e-07,,0.3735016165,,0.0,,,0.0002285934,0.5899499444,,0.0,,,0.0002634781,,,1e-10,,7.5127e-06,0.0,4.30477e-05,7.093e-07,,,,,1.2254822325,0.0,,5.88e-08,0.0,3.1e-09,,,0.0,0.0,,,1.24773e-05,,,9.755e-07,,,0.0,3.80037e-05,0.0,,,,0.0023153147,,0.0,,,,,,,,,0.0,,0.0,,0.0008473072,,,,0.0,,,,,,,,,,,,,,,,6.1e-09,,,,,,,6e-10,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryogonal,1336739,4270,,0.0005216683,,0.0,0.0,,0.0,,2.4669e-06,0.0006542442,,,,,,,0.0,,0.0,,,0.0021368308,0.0012917442,,1.29e-08,0.0,,0.0,0.0,0.0,2.0884273194,,0.0015311665,,,0.0098806815,6.5e-09,,,,0.0,8e-10,,,,,,0.0003075483,,1.0513e-06,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0001533868,,,,,,,,,,,,4.18693e-05,,,,,,,,,,1e-10,,,,,,,,,,,,,,,,,,0.0,,,5.66989e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0169102834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninetales-Alola,1336739,61282,0.0001468923,0.0,,,8.7e-09,0.0,3.44849e-05,,0.0,0.0839826123,,0.0,,,2.35423e-05,,0.005191557,,7.3602e-06,,7.723e-07,0.0001635388,0.091836077,,0.0087509824,0.0036268544,0.0,0.0004484107,0.0004046315,0.0,5.7193044732,,1.0252705292,,,0.0461749498,0.101769314,0.0,1.83e-08,0.0,0.0,8.84579e-05,,0.0,0.0,,8.22869e-05,0.0,1.01442e-05,0.0,0.0,0.019303985,,,1.689e-05,0.0,5.30186e-05,,,2.85321e-05,0.0,,0.0003862971,,,,,,,0.0156350509,,,3.2188e-06,,,,,,1.7717e-06,,,,,,,,,,0.0,0.0,0.0,,,,7.818e-07,,,75.0451306569,,,,2.2858e-06,,,,0.0,,,,1.96e-08,2.9e-09,,,,,,,,,,0.0,,,,,,,,,0.0006586738,,,,0.0058953135,,3.92861e-05,,,,,0.0213979836,,,,,,,,,0.0003129904,,,,,,,,,,,,,,,,,,,,,,,23.5574545183,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,3.961e-07,,,,,,,,,,,,,,,,,,1e-09,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludicolo,1336739,9343,0.0,,,,,0.0,0.0002488148,,,0.0001339861,,,,3.90255e-05,0.0,,4.01213e-05,,0.0190333725,0.0,,0.0114704757,0.586235162,,0.0001032634,0.0110685222,,5.99903e-05,0.0001472003,0.0015771482,4.76279e-05,,0.0840264744,,,0.0499935798,0.000121506,0.0,2.69632e-05,,0.0060616885,0.0,,,0.0,0.0,,6.58866e-05,,0.0,,0.0,,,5.8e-08,4e-10,,0.0,0.0,0.0,0.0004874268,,0.0,,,,,,,0.0,,0.0,,0.0,2.22e-08,,,,0.0006140518,,,,,,8.9343e-06,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0013018966,,,0.0003361265,,2.8356e-06,,,,,,7.1391e-06,,,,,0.0,,0.0005474442,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,6.7229e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claydol,1336739,6004,,0.0,,,0.0003059673,,0.0037321101,2e-10,0.0,0.0003266513,,,,,0.0,,0.0,,1.754e-07,,,0.0345571501,0.0387444324,,0.0383725608,0.0002006435,0.0,0.0738294553,0.0002695013,0.0116177157,0.0003615694,,6.78672e-05,7.265e-07,,1.3163646617,1.2293e-06,6.1871e-06,0.0,,0.0,0.0042284182,,,0.0,,,,,,,,,,0.0,0.0,0.0002170003,,,1e-10,,,0.0,0.0,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0005238622,,,,,,,,0.0018349684,,0.104789081,,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,8e-10,,,,,,,,,,,,,,,,,,,,,,,,,,0.0050248626,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clawitzer,1336739,6406,1e-07,,,1e-10,0.0,,0.0003881973,,,0.0005998916,,,,0.0,,,0.0,,0.0,,,0.1890708516,0.0352899301,,0.0171949085,1.169e-07,0.0,2e-10,0.0,4.3235e-06,3.49e-08,,0.6486751377,,,0.0003948327,0.0181366244,3.255e-06,3.7989e-06,0.0,7.5917e-05,0.0011634642,,,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,0.003001753,0.0,1.4e-09,,,,,,,,0.0,,,,,,0.0,,,,,,,9.59e-08,,,,2.7e-08,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.2e-09,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanilluxe,1336739,5723,,0.0,,,0.0,,1.9815e-06,,0.0,0.0383518864,,,,,,,,,,,,1.126e-07,1.76306e-05,,0.0,0.0,0.0,0.0012493752,0.0,0.0,0.0007130837,,2.2307995804,,,0.0005702736,0.033372788,0.0093381531,,,,8.02295e-05,,,,,1e-10,1e-10,,,5.969e-07,2.59e-08,,,0.0,,4.993e-07,,0.0,,,,,3.397e-07,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3219310408,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0333468453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4270232075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatterene,1336739,80377,,,,0.0068901059,6.4337e-06,0.0,0.0993197266,0.0,3.41e-08,70.422072593,,0.070850742,0.0,,0.2137829915,,,,0.0001879161,0.111582572,0.0,1.6941094809,3.7705436403,1.495e-07,0.0014396094,0.0308379264,0.0,0.1125965458,0.0260297235,,0.0937074689,,5.0827518828,0.0003232409,,60.4916969935,2.9677e-06,0.1851664055,0.0020802141,,0.0151477758,0.0618528756,4.331e-07,,1.6404e-06,,0.0011060899,0.0230350056,,,0.0010240132,0.0,,,0.0209619429,8.692e-07,0.0001009141,9.252e-07,2.0082e-06,0.0003546945,0.0002170644,,4.33022e-05,,,0.0,2.4251e-06,,1.10836e-05,1.39812e-05,,0.0099014681,0.5301546584,,4.781e-07,,,,0.0,,,,,,0.0,0.0,,,,0.0034244197,0.0,,0.0,0.0,,,,0.0719776138,,5.45509e-05,4e-10,2.5e-09,,7.1912643288,3.2747e-06,,,,,,,2.4e-09,,0.000179069,0.0014757714,,,,,,0.0,,0.0102317811,,,,2.21e-08,,,0.327581629,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005374636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Heat,1336739,50423,0.0,,,,0.0,,0.0050003544,0.0,0.0001046154,0.0143316932,,,2.83e-08,9.1699e-06,0.0936562931,,1.5e-08,,0.096494267,,1.65e-08,0.0375897704,0.1171460901,0.0,1.04677e-05,0.0030642896,0.0,9.34e-07,0.0395687875,0.0,40.2067526318,,0.0829533358,,,1.5370040914,5.3950005433,0.0,1.45793e-05,3.43114e-05,0.000168284,0.0002866343,,0.0,0.0002662752,,0.0002220668,,1.81111e-05,0.0,,0.0001537016,,0.0009235935,7.04877e-05,,0.0639990411,0.0109365528,2e-10,1e-10,7.10926e-05,,1.235e-07,,,0.0061990151,0.0,0.0021406226,,0.0180320128,,0.0,0.0,,,,,4.53e-08,,,,,,,0.5234650188,,,,0.0011408343,0.0,7e-09,,,0.0,0.0,,,0.0038128946,,,,0.0219855302,0.0008257387,0.0,,,0.0713432424,0.0,,,,,,,,,0.0025710761,0.0,,,4.17e-08,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
