pokemon,number_of_battles,Raw count,Items_petayaberry,Items_blackglasses,Items_cellbattery,Items_metalcoat,Items_chopleberry,Items_firememory,Items_rockyhelmet,Items_magoberry,Items_beastball,Items_focussash,Items_razorclaw,Items_toxicorb,Items_wikiberry,Items_chestoberry,Items_grassyseed,Items_airballoon,Items_assaultvest,Items_expertbelt,Items_lifeorb,Items_sitrusberry,Items_stickybarb,Items_floatstone,Items_mentalherb,Items_aguavberry,Items_ironball,Items_weaknesspolicy,Items_scopelens,Items_kingsrock,Items_adrenalineorb,Items_charcoal,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_nevermeltice,Items_leftovers,Items_mistyseed,Items_choicescarf,Items_redcard,Items_quickclaw,Items_berryjuice,Items_flameorb,Items_wiseglasses,Items_prismscale,Items_liechiberry,Items_nothing,Items_silkscarf,Items_electricseed,Items_eviolite,Items_ringtarget,Items_metronome,Items_zoomlens,Items_blacksludge,Items_iapapaberry,Items_blunderpolicy,Items_fullincense,Items_powerweight,Items_choiceband,Items_lumberry,Items_roomservice,Items_laggingtail,Items_throatspray,Items_brightpowder,Items_shellbell,Items_custapberry,Items_salacberry,Items_normalgem,Items_wacanberry,Items_psychicseed,Items_lansatberry,Items_pechaberry,Items_yacheberry,Items_figyberry,Items_poisonbarb,Items_rowapberry,Items_protectivepads,Items_ganlonberry,Items_roseliberry,Items_heatrock,Items_whippeddream,Items_keeberry,Items_sharpbeak,Items_damprock,Items_darkmemory,Items_enigmaberry,Items_heavyball,Items_whiteherb,Items_rockincense,Items_marangaberry,Items_safetygoggles,Items_laxincense,Items_mysticwater,Items_chartiberry,Items_goldbottlecap,Items_payapaberry,Items_blackbelt,Items_shedshell,Items_muscleband,Items_bigroot,Items_focusband,Items_cobaberry,Items_shucaberry,Items_silverpowder,Items_twistedspoon,Items_passhoberry,Items_absorbbulb,Items_starfberry,Items_roseincense,Items_ejectbutton,Items_cheriberry,Items_lightclay,Items_jabocaberry,Items_apicotberry,Items_bindingband,Items_ejectpack,Items_softsand,Items_gripclaw,Items_luminousmoss,Items_chilanberry,Items_bugmemory,Items_lovesweet,Items_oranberry,Items_miracleseed,Items_utilityumbrella,Items_babiriberry,Items_occaberry,Items_smoothrock,Items_lightball,Items_pixieplate,Items_colburberry,Items_psychicmemory,Items_terrainextender,Items_electricmemory,Items_oddincense,Items_dragonfang,Items_groundmemory,Items_pinapberry,Items_magnet,Items_energypowder,Items_fightingmemory,Items_leafstone,Items_seaincense,Items_persimberry,Items_spelltag,Items_kasibberry,Items_griseousorb,Items_ghostmemory,Items_pokeball,Items_poisonmemory,Items_flyingmemory,Items_hardstone,Items_grepaberry,Items_tr69,Items_netball,Items_rawstberry,Items_deepseascale,Items_snowball,Items_steelmemory,Items_leppaberry,Items_tr68,Items_tr64,Items_tangaberry,Items_masterball,Items_icyrock,Items_diveball,Items_rindoberry,Items_waveincense,Items_fossilizeddrake,Items_bottlecap,Items_loveball,Items_aspearberry,Items_watermemory,Items_friendball,Items_healball,Items_tr43,Items_micleberry,Items_deepseatooth,Items_poweranklet,Items_electirizer,Items_machobrace,Items_hondewberry,Items_repeatball,Items_tr20,Items_firestone,Items_tr02,Items_galaricacuff,Items_powerbelt,Items_powerbracer,Items_fairymemory,Items_cherishball,Items_rustedsword,Items_parkball,Items_powerlens,Items_tamatoberry,Items_dousedrive,Items_dragonmemory,Items_dragonscale,Items_tr55,Items_ultraball,Items_adamantorb,Items_rockmemory,Items_chippedpot,Items_tr89,Items_destinyknot,Items_cloversweet,Items_habanberry,Items_shinystone,Items_tr67,Items_kebiaberry,Items_powerband,Items_kelpsyberry,Items_tr08,Items_grassmemory,Items_leek,Items_nestball,Items_fastball,Items_tr78,Items_tr07,Items_rarebone,Items_waterstone,Items_quickpowder,Items_metalpowder,Items_fossilizedfish,Items_thickclub,Items_rustedshield,Items_blukberry,Items_tr14,Items_souldew,Items_tr00,Items_ovalstone,Items_ribbonsweet,Items_tr41,Items_icememory,Items_chilldrive,Items_icestone,Items_shockdrive,Items_lustrousorb,Items_tr06,Items_pomegberry,Items_magmarizer,Items_tr09,Items_greatball,Items_duskstone,Items_luxuryball,Items_tr17,Items_strawberrysweet,Items_sunstone,Items_upgrade,Items_tr25,Items_burndrive,Items_tr50,Items_sachet,Items_fossilizedbird,Items_moonstone,Items_tr18,Items_moonball,Items_tr91,Items_crackedpot,Items_duskball,Items_flowersweet,Items_premierball,Items_quickball,Items_qualotberry,Items_tr99,Items_tr65,Items_protector,Items_tr94,Items_tr61,Items_tr86,Items_tr36,Items_tr23,Items_tr34,Items_tr72,Items_tr71,Items_tartapple,Items_sweetapple,Items_tr05,Items_tr54,Items_thunderstone,Items_tr83,Items_tr35,Items_tr96,Items_tr38,Items_tr76,Items_dawnstone,Items_tr97,Items_berrysweet,Items_tr37,Items_tr87,Items_tr26,Items_reapercloth,Items_timerball,Items_tr15,Items_tr10,Items_sportball,Items_dubiousdisc,Items_starsweet,Items_safariball,Items_dreamball,Items_tr03,Items_tr39,Items_levelball,Items_tr70,Items_tr24,Items_tr53
Charizard,1485104,42615,0.0,7.4401e-06,,0.0,,5.0443e-06,0.0003635009,2.6473e-06,,0.1278698114,0.0,0.0,0.0047272513,0.0026071695,0.0,9.998e-07,0.0045956971,0.0014843368,0.0429419012,0.0842897841,0.0,,0.0,0.0056074026,,2.71442e-05,0.0,0.0017400298,0.0,0.0101614561,0.7302521154,0.004023407,2.0495061558,0.0117745922,,0.0134627689,0.0,0.8542469337,0.0,5.80904e-05,0.0,0.0002012777,2.06488e-05,,,0.0027102044,,0.0,0.0,,7.11459e-05,1e-10,,0.0001186352,0.0,0.0,,0.0005190385,0.0096304192,,,,0.0,1.69027e-05,0.0,0.0262952317,,,,1.593e-06,0.0,2.8e-09,7.04071e-05,,,3.28989e-05,,,0.0295691412,,,9.38959e-05,0.0,0.0,0.0,,0.0,,,7.3413e-06,0.0,,3.31742e-05,,,0.0,,0.0068735585,,0.0003291872,,0.0,,,0.0032578828,0.0007284679,,,,0.0,,,0.0,,7e-10,,0.0,0.0,0.0,,,0.0,0.0,5.66928e-05,,,,,,,,,0.0,,0.0003130426,,,,,3e-10,,,0.0,,,0.0,,0.0,,0.0,2.355e-07,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miltank,1485104,8306,,,0.0,,9.78915e-05,,0.015244185,4.6554e-06,,4.85544e-05,,6.21442e-05,,6.8377e-05,0.0,,0.0150877417,1.312e-07,0.0014568417,8e-10,,,,0.0,,0.0,,0.0,,,0.00086499,,,0.0,,0.0450164793,,2e-10,,2.849e-07,,0.0,,,0.0012996719,4.51e-08,0.0,,0.0,,1.23e-08,,,1.02526e-05,0.0,,,0.0,0.000378983,,,,,0.006166916,0.0,0.0008405064,0.0,,,,,,0.0005994164,,,1.5873673808,,,6e-10,,0.0,,,,,,,,0.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,3.4007e-06,0.000357476,,2.008e-06,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoroark,1485104,23970,,0.0092973968,1e-10,,1.7e-09,,7.5982e-05,1.1729e-06,,0.3937637103,0.0,1.96211e-05,0.0005796784,0.0,0.0,0.0001410439,0.0032519444,0.000326918,0.3870536209,2.4453e-06,,,0.0,0.0002356028,0.0,2.36281e-05,0.0,0.0,0.0,,0.1175279959,0.0,0.9332894139,0.0003862884,,0.0004008143,,0.240195131,0.0,0.0059984835,0.0,0.0,0.0017299932,,,9.61668e-05,,0.0005143399,0.0,1.6872892672,0.0,,0.0,0.0,0.0010849385,,,0.1056536333,0.0007100885,,,0.0,0.0,,,0.0,,,,,0.0,,0.0,,,0.0,,8e-10,,,,,0.0,0.0,,,5.6e-08,0.0,,0.0,0.0,,,,,2.5e-08,1.3974e-06,0.0,,2.78063e-05,,,,,,0.0,0.0,,1.2e-09,,,,,,,,,,,,,,,,,,,,,,,,3.7491e-06,,,,,,,2.243e-07,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2e-10,,,,,1.199e-07,,,,,,,,,,,,,0.0,,,,,,,,,,,1.38542e-05,,,,,,,,,,,,,,,,,,,,
Salazzle,1485104,33439,0.0,3.602e-07,,,,,0.0,0.0003884667,,0.1940935443,,0.0,1.13e-08,0.0,,0.0114343661,1.8547e-06,9.83685e-05,0.3299869461,0.0,0.0,,3.09625e-05,3.63062e-05,,0.0,,0.0,,2.78e-07,0.535574953,,0.0810729727,0.0007873457,,0.5939377825,,0.0122485701,0.0,0.000160178,,0.0,1.746e-07,,,0.0002643364,0.0,,8.52e-08,,0.0,,3.5579425502,4e-10,0.0,,,1e-10,0.0,,,0.0,0.0,,0.0,0.0018776621,,,,0.0,,,2.171e-07,0.0090832831,,,,,,,,,5.5525e-06,,,,0.0,,0.0,0.022652793,2.5099e-06,,,,,,,,,0.0,,0.0,,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuckle,1485104,57742,0.0,,,0.003334202,,,0.2017966187,3.0814e-06,,0.0006006797,,0.0,0.0013134672,0.036383906,,1.76743e-05,4.30148e-05,0.0001680661,0.0063273801,0.0175025523,0.0,,7.6139396257,0.0298109708,0.0,1.0264e-06,,0.0008170916,,,0.0009174778,0.0,0.0,0.0,,0.3306554975,,0.0,18.3824390656,1.0123e-06,0.0005410393,0.0,,,6.04e-08,0.0024704755,,0.0,0.0001765937,,0.0,,,0.0091188761,0.0,,,0.0,0.0035226568,,,,3.516e-07,1.84e-07,0.2386272734,7.126e-07,0.0,,,,,0.0,0.0107460547,,,0.0014618965,0.0,,9.58582e-05,,,,,,0.0,3e-10,0.0329183567,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,2.23e-08,0.0,,9.2792e-05,0.0,,,3e-10,,,,0.0020833277,0.0002783117,0.0046831322,0.0,7.54609e-05,0.0,,,,0.0002837445,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,5.87692e-05,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magmortar,1485104,7181,,,,,,7.5021e-06,0.0002946918,0.0,,2.72e-06,,,0.0002214746,0.0,,3.40235e-05,0.0653793711,0.0015391722,0.0221232186,0.0034408902,,,,1.661e-06,,1.1e-09,,0.0,0.0,0.0009014897,0.4666339178,1.085e-07,0.0087716722,0.0005003559,,0.0031259687,,0.0075494059,,0.0,,4.42e-07,0.0002144465,,,0.0003114519,,,1e-09,,,,,,0.0,,,5.9641e-06,,,,,0.0,0.0,,0.0016486796,,,,,,,2.491e-07,,,,,,1.1e-09,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,0.0046038229,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galvantula,1485104,30735,0.0,,0.0,,,,3.2302e-06,0.0,,2.1443563248,0.0,,0.0008329792,2.4e-09,,0.0098482565,3.5e-09,3.169e-07,0.0342045024,1.5502e-06,,,0.0060829068,0.0002689517,,6.5e-09,0.0,0.0,,,0.0699949888,0.0,0.0404860952,0.0077616392,,0.0504414593,,0.001139424,4.19962e-05,0.0024788243,0.0,,0.0,,,0.1243614481,,0.0,0.0,,0.0,0.0,,3.3517e-06,0.0,,,1.526e-07,0.0182218003,,,0.0010309147,5.205e-07,0.0,0.0,4.2859e-05,,,,,,,2.2e-08,,,,,,,,,,0.0027885359,,0.0,,,,,,0.0,,1.95416e-05,,,,,,0.0,0.000921907,,,0.0,,,,,,1.39021e-05,,1.90212e-05,,,,,,,,,0.0,,,,,0.0,0.0,,0.0,,,,,5.0318e-06,,,,,0.0016517794,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clefable,1485104,362933,0.0050980646,,,0.0,9.21691e-05,,26.7524363471,0.0009611645,,1.0006622435,0.0,0.0575102939,0.0163200369,0.163945717,0.0122832599,0.0,0.0459578706,0.0123453485,105.2998516785,0.0440109355,154.0649919396,,0.0356869327,0.0831492355,9.4564e-06,0.0347331303,0.0,0.0,,0.0,165.7144635416,0.0067836483,0.0387258131,4.849e-07,,474.3519477687,,19.0620803569,0.0035720894,0.0001038398,6.8667e-06,2.3445002686,0.001444864,,0.0,0.0203036419,1.3e-09,0.0,0.0556229692,0.0153303236,0.0200827542,0.0,2.8e-09,0.0110278956,8.28436e-05,,0.0,0.0014049615,0.0148970319,0.0,0.0252011613,0.0,3.543625693,0.0,1.91e-08,0.0390550915,0.0,,,3.236e-07,7.43e-08,,0.0014276362,,,0.0,,,6.2585e-06,0.0,0.0023319411,,0.0003120033,,4.4453e-05,0.022536979,0.0,,1e-10,0.0012250762,4.17601e-05,,,,,0.0,0.0,,0.0,0.0,,,,0.0035912431,,0.0,0.0,,0.0647530965,0.0,0.1899050323,,0.0,,,,0.0,,,,0.0,,,3.419e-07,0.0361275995,,,0.0,1.044e-07,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0002145121,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2e-10,,,,,,,,,,0.0,,,0.0,,,,,,,0.8181846939,,,,,9.04395e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sigilyph,1485104,15721,,,,,,,0.0001695711,,,0.0004213484,,0.0196312993,2e-10,0.0,,,0.0213584643,0.0,0.367330276,0.0,0.0084036945,,0.0,0.0001920702,0.0,0.0909716714,,0.0,,,5.1951e-06,,0.8694849238,3.6615e-06,,0.3654740373,,0.0005422073,0.0,0.0,,0.0550744601,1.5e-09,,,0.0,,0.0035680912,0.0,9.76e-08,0.0,1e-10,0.0,0.0,0.0004688619,,,,0.0064203,,,,5.34e-08,0.0,,0.0075628767,,0.0,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,5.8494e-06,,,,,,,,,,,,,,,,,,,3.1e-09,,,,0.0001373728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jellicent,1485104,11049,,,,,,,7.1438971616,4.777e-07,,0.0,,,,0.0,,,0.0237511306,0.0110795345,1.73e-08,0.0008699588,0.0,0.0,,0.0001156595,,0.0,,,,,1.0223352719,0.0,0.0246976496,0.0,,2.0701500084,,0.2994755164,0.0,0.0,,0.0,,,,0.0011285969,,,8.5441e-05,0.0,,1.57127e-05,0.0,0.0,,,,,0.0,0.0,,,0.0,2.462e-06,0.0016748242,0.0,,0.0,,,,,,,1.381e-07,,,,,,,,0.0,,,,,,0.0,0.0,,2.91287e-05,,,,0.0,,,0.0,,,,,,,0.0,,,0.0053878542,,,,,,,,4e-10,,,,,,,,,,,,,0.0055524764,,,,,,,,,,,,0.0,,0.0,3.3e-08,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiftry,1485104,5219,,0.0001679448,,,0.0,,0.0,,,0.001619791,0.0,,0.0006257778,,,,0.0,0.0001780217,0.6708624996,0.0,,,,5.79749e-05,0.0,0.0,,0.0,,,0.0,5.9101e-06,0.0039082007,0.0,,3.19609e-05,,8.06779e-05,,,,,0.0,,0.0,0.000373889,,,,,,0.0,,0.0,,,,0.0376245169,0.0,,,,,,,0.0,0.0,,,,,,2.823e-07,,,,,,1.17359e-05,,,,,,,,,,,,,,,,,,,0.0,4.34243e-05,,,,,,,,,2.3639e-06,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stakataka,1485104,18454,,,,2.04e-08,0.0058872987,,0.0036054513,0.0,,0.0120258167,,,0.0,6.16861e-05,0.0,3.9562407541,0.0060053358,0.0054701928,0.9858799156,0.0006427213,1.71415e-05,,0.0,2.4575e-06,0.0648362404,0.0610629704,,0.0,,,2.98913e-05,0.0007308997,0.0,,,0.2090704548,,0.0,0.0,0.0,4.2e-09,0.0,,,,8.06125e-05,,0.0,0.0,,2.46177e-05,,,0.0,0.0,,,0.939120028,0.0046680286,0.0,0.0,,0.0,0.0,1.301e-07,,,,0.0,,,,,,,0.0,3.29873e-05,,,,0.0017150088,,,,,,,0.0,,,,,,,,0.0003816033,,0.0,,0.0,,0.0239669787,,,0.0,,0.0,,0.0,,0.0005272947,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,1.42547e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mienshao,1485104,12752,,,0.0,,,,4.48303e-05,,,0.1247662287,,,0.0,,,,0.0837593343,4.61111e-05,0.6270405215,0.0010339577,0.0,,0.0,5.09489e-05,,6.973e-07,,0.0,0.0,,0.0459816777,0.0,,0.0021690147,,0.0136627542,,0.2269334792,0.0,,0.0,,0.0,,0.0,0.0228996684,0.0,0.0,,,0.0,,,0.0,0.0,,,0.6962185079,0.0,,,,4.8e-09,0.0,,0.0,1.14785e-05,,0.0,,,,0.0,,,0.0048547034,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,0.0462179974,,0.0,0.0,,,,,,,,,,3e-10,,,,,,9.536e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninetales-Alola,1485104,77116,,0.0,,,0.0,,0.0008933027,0.0006860893,,0.0173316529,5.7e-09,,4.402e-06,2.41425e-05,,2e-10,0.0004813191,0.0008075357,0.1574303665,9.3293e-06,,,2.697e-06,0.0003063699,,0.0092355622,,1e-10,6.8959e-06,,0.0763766615,0.0,0.2546013749,0.0,0.0036727046,0.0148869281,,4.060340579,0.0,9.0824e-06,,,0.0,,,0.0001951571,,,0.0,,0.0,0.0002946334,,3.30119e-05,0.0,,,0.0,0.0,,,0.0,1.061e-07,0.000422568,,4e-10,0.0,,,,,,0.0,,,2.946e-07,,,,,,,0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0003975102,,45.7837049902,,,,,,0.00756356,,,,,,,,1.51646e-05,0.0,,2.60077e-05,0.0001362022,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,13.0886300518,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludicolo,1485104,10838,5.0193e-06,,0.0,,,,2.05928e-05,0.0,,9.2336e-06,4e-10,0.0,1.553e-07,,0.0,,0.1674303182,0.0001505808,0.7682597998,0.0003489695,,,0.0001620401,0.0029765648,,7.2e-09,0.0,,,,0.0,3.425e-07,0.0174609446,0.0,0.0,0.5494391076,,0.0022236759,0.0,0.0,,,0.0,,,0.0003770639,,,0.0,,0.0002099063,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,7.905e-07,0.0,0.0003740617,,0.0,,,,,0.0,,0.0,,,,0.0,,,,0.0030358716,,,,,,,,,0.0,,,,,,,9.712e-07,,1.42536e-05,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,2.2501e-06,,,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,1.3207e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claydol,1485104,8119,0.0,,,,,,0.019972909,0.0,,0.0019436927,,0.0,0.0005832183,0.0472197179,0.0,0.0,0.0028297144,0.0,6.1799e-06,0.0146486675,2.08827e-05,,0.0515509893,0.0141932208,0.0359347878,0.0010184004,0.0,,,,2.12873e-05,1.16901e-05,0.0320149555,0.0,,2.8822954836,,0.0269963196,0.0,0.0002619396,,0.0,0.0,,,0.0084880995,0.0,0.0,,0.0,0.0,,,8.65932e-05,,,,5e-08,0.0007814668,0.0,0.0,,0.0,0.0,0.0,3.8e-09,2e-10,,,,,,7.98e-08,,,,,,,,,,3.95795e-05,,,,,,,,,,,,,0.0,,,,,,,,4.9e-09,,0.0,0.0,,0.0,,0.0143268122,,,,,,,,,,,,,,,,0.0,0.0,,0.0001789595,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatterene,1485104,74505,0.0034814505,0.0195730489,,,,,0.0126837036,1.45e-08,,3.4758514737,0.0,0.0,1.3175e-06,0.0160975652,0.3463252262,0.0,2.6761182654,0.0053153614,1.8749498715,0.0195997815,,,0.0630392517,0.0085318991,0.0003210574,0.1172410452,0.0,0.0,,,0.2854003466,6.2e-09,0.0884012661,,,15.0228340329,0.0,3.73e-08,3.99366e-05,0.0005803678,,,0.0002961572,,0.0,0.0039142567,,0.0,0.0003971504,,0.0020271587,,0.0002891804,8.0711e-06,9.5e-09,0.0,,4.8e-09,4.8044e-06,0.0105976923,0.0,0.0,4.79809e-05,0.0001425438,1.321e-07,6.84486e-05,,,0.0,,,,7.4074e-06,,,,,,0.0,,0.0004579824,,,,0.0032111908,,,,,1.7e-09,0.0001569171,,,,,0.0,0.0003581042,,0.0009524612,1.26986e-05,,,,0.0003072819,,,0.0,,0.052125416,,0.0002472511,,,,0.0,,,,,,,,,,0.831111718,,,,0.0607589001,0.0,,0.0,,0.0,,,,,,,,,,0.0,0.0016645821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1.7686045738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Heat,1485104,65708,0.0,0.0,0.0,,0.0,,0.0079918365,0.0,,0.1310805206,,0.0048596273,1.43e-08,0.0002908797,,3.696e-07,0.0335306561,0.0412412179,0.054180593,0.0020912024,0.0001980042,,0.0,0.0004572995,0.0,7.36e-05,0.0,,,0.0010875965,21.1273591867,0.0,0.1948841984,0.0008334658,,0.149651861,,2.7951827709,9.832e-07,6.611e-07,7.71e-08,0.0013420893,4.7606e-06,,,0.0008349358,,0.0,0.0,0.0255490148,,0.0,0.0,0.0184268853,0.0,,1.92726e-05,0.0083684111,1.4878e-06,,4.87e-08,4.11e-08,0.0,0.0,0.0,2.2519e-06,,,,,,,1.19667e-05,,,,,,0.0,,0.0,,1.3e-09,,,0.0,0.0039239967,,0.0,0.0040095286,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,2.00731e-05,1.107e-07,,,0.000102137,,0.0033036106,,0.0,,0.0008183966,,,,0.0,,,,,0.0,,,,,,,,1.97556e-05,,,,,,4.65703e-05,0.0,,,,,1.8e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001703374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
